Producer,Day,Value
MT_qps,91,0.0
MX_NE_qps,91,0.0
MX_SS_qps,91,0.0
ND_qps,91,0.0
NE_qps,91,0.0
NM_E_qps,91,0.0
NM_W_qps,91,0.0
NY_qps,91,0.0
OH_qps,91,0.0
OK_qps,91,0.0
OR_qps,91,0.0
PA_qps,91,0.0
SD_qps,91,0.0
TN_qps,91,0.0
TX_1_qps,91,0.0
TX_10_qps,91,0.0
TX_2_qps,91,0.0
TX_3_qps,91,0.0
TX_4_qps,91,0.0
TX_5_qps,91,0.0
TX_6_qps,91,0.0
TX_7B_qps,91,0.0
TX_7C_qps,91,0.0
TX_8_qps,91,0.0
TX_8A_qps,91,0.0
TX_9_qps,91,0.0
TX_FD_qps,91,0.0
TX_ST_qps,91,0.0
UT_qps,91,0.0
VA_qps,91,0.0
WV_qps,91,0.0
WY_qps,91,0.0
AL_FD_qps,92,0.0
AL_N_qps,92,0.0
AL_S_qps,92,0.0
AL_ST_qps,92,0.0
AR_qps,92,0.0
AZ_qps,92,0.0
CA_qps,92,0.0
CA_FD_qps,92,0.0
CA_ST_qps,92,0.0
CN_W_qps,92,0.0
CO_qps,92,0.0
FL_qps,92,0.0
IL_qps,92,0.0
IN_qps,92,0.0
KS_qps,92,0.0
KY_qps,92,0.0
LA_FD_qps,92,0.0
LA_N_qps,92,0.0
LA_S_qps,92,0.0
LA_ST_qps,92,0.0
MD_qps,92,0.0
MI_qps,92,0.0
MS_FD_qps,92,0.0
MS_N_qps,92,0.0
MS_S_qps,92,0.0
MT_qps,92,0.0
MX_NE_qps,92,0.0
MX_SS_qps,92,0.0
ND_qps,92,0.0
NE_qps,92,0.0
NM_E_qps,92,0.0
NM_W_qps,92,0.0
NY_qps,92,0.0
OH_qps,92,0.0
OK_qps,92,0.0
OR_qps,92,0.0
PA_qps,92,0.0
SD_qps,92,0.0
TN_qps,92,0.0
TX_1_qps,92,0.0
TX_10_qps,92,0.0
TX_2_qps,92,0.0
TX_3_qps,92,0.0
TX_4_qps,92,0.0
TX_5_qps,92,0.0
TX_6_qps,92,0.0
TX_7B_qps,92,0.0
TX_7C_qps,92,0.0
TX_8_qps,92,0.0
TX_8A_qps,92,0.0
TX_9_qps,92,0.0
TX_FD_qps,92,0.0
TX_ST_qps,92,0.0
UT_qps,92,0.0
VA_qps,92,0.0
WV_qps,92,0.0
WY_qps,92,0.0
AL_FD_qps,93,0.0
AL_N_qps,93,0.0
AL_S_qps,93,0.0
AL_ST_qps,93,0.0
AR_qps,93,0.0
AZ_qps,93,0.0
CA_qps,93,0.0
CA_FD_qps,93,0.0
CA_ST_qps,93,0.0
CN_W_qps,93,0.0
CO_qps,93,0.0
FL_qps,93,0.0
IL_qps,93,0.0
IN_qps,93,0.0
KS_qps,93,0.0
KY_qps,93,0.0
LA_FD_qps,93,0.0
LA_N_qps,93,0.0
LA_S_qps,93,0.0
LA_ST_qps,93,0.0
MD_qps,93,0.0
MI_qps,93,0.0
MS_FD_qps,93,0.0
MS_N_qps,93,0.0
MS_S_qps,93,0.0
MT_qps,93,0.0
MX_NE_qps,93,0.0
MX_SS_qps,93,0.0
ND_qps,93,0.0
NE_qps,93,0.0
NM_E_qps,93,0.0
NM_W_qps,93,0.0
NY_qps,93,0.0
OH_qps,93,0.0
OK_qps,93,0.0
OR_qps,93,0.0
PA_qps,93,0.0
SD_qps,93,0.0
TN_qps,93,0.0
TX_1_qps,93,0.0
TX_10_qps,93,0.0
TX_2_qps,93,0.0
TX_3_qps,93,0.0
TX_4_qps,93,0.0
TX_5_qps,93,0.0
TX_6_qps,93,0.0
TX_7B_qps,93,0.0
TX_7C_qps,93,0.0
TX_8_qps,93,0.0
TX_8A_qps,93,0.0
TX_9_qps,93,0.0
TX_FD_qps,93,0.0
TX_ST_qps,93,0.0
UT_qps,93,0.0
VA_qps,93,0.0
WV_qps,93,0.0
WY_qps,93,0.0
AL_FD_qps,94,0.0
AL_N_qps,94,0.0
AL_S_qps,94,0.0
AL_ST_qps,94,0.0
AR_qps,94,0.0
AZ_qps,94,0.0
CA_qps,94,0.0
CA_FD_qps,94,0.0
CA_ST_qps,94,0.0
CN_W_qps,94,0.0
CO_qps,94,0.0
FL_qps,94,0.0
IL_qps,94,0.0
IN_qps,94,0.0
KS_qps,94,0.0
KY_qps,94,0.0
LA_FD_qps,94,0.0
LA_N_qps,94,0.0
LA_S_qps,94,0.0
LA_ST_qps,94,0.0
MD_qps,94,0.0
MI_qps,94,0.0
MS_FD_qps,94,0.0
MS_N_qps,94,0.0
MS_S_qps,94,0.0
MT_qps,94,0.0
MX_NE_qps,94,0.0
MX_SS_qps,94,0.0
ND_qps,94,0.0
NE_qps,94,0.0
NM_E_qps,94,0.0
NM_W_qps,94,0.0
NY_qps,94,0.0
OH_qps,94,0.0
OK_qps,94,0.0
OR_qps,94,0.0
PA_qps,94,0.0
SD_qps,94,0.0
TN_qps,94,0.0
TX_1_qps,94,0.0
TX_10_qps,94,0.0
TX_2_qps,94,0.0
TX_3_qps,94,0.0
TX_4_qps,94,0.0
TX_5_qps,94,0.0
TX_6_qps,94,0.0
TX_7B_qps,94,0.0
TX_7C_qps,94,0.0
TX_8_qps,94,0.0
TX_8A_qps,94,0.0
TX_9_qps,94,0.0
TX_FD_qps,94,0.0
TX_ST_qps,94,0.0
UT_qps,94,0.0
VA_qps,94,0.0
WV_qps,94,0.0
WY_qps,94,0.0
AL_FD_qps,95,0.0
AL_N_qps,95,0.0
AL_S_qps,95,0.0
AL_ST_qps,95,0.0
AR_qps,95,0.0
AZ_qps,95,0.0
CA_qps,95,0.0
CA_FD_qps,95,0.0
CA_ST_qps,95,0.0
CN_W_qps,95,0.0
CO_qps,95,0.0
FL_qps,95,0.0
IL_qps,95,0.0
IN_qps,95,0.0
KS_qps,95,0.0
KY_qps,95,0.0
LA_FD_qps,95,0.0
LA_N_qps,95,0.0
LA_S_qps,95,0.0
LA_ST_qps,95,0.0
MD_qps,95,0.0
MI_qps,95,0.0
MS_FD_qps,95,0.0
MS_N_qps,95,0.0
MS_S_qps,95,0.0
MT_qps,95,0.0
MX_NE_qps,95,0.0
MX_SS_qps,95,0.0
ND_qps,95,0.0
NE_qps,95,0.0
NM_E_qps,95,0.0
NM_W_qps,95,0.0
NY_qps,95,0.0
OH_qps,95,0.0
OK_qps,95,0.0
OR_qps,95,0.0
PA_qps,95,0.0
SD_qps,95,0.0
TN_qps,95,0.0
TX_1_qps,95,0.0
TX_10_qps,95,0.0
TX_2_qps,95,0.0
TX_3_qps,95,0.0
TX_4_qps,95,0.0
TX_5_qps,95,0.0
TX_6_qps,95,0.0
TX_7B_qps,95,0.0
TX_7C_qps,95,0.0
TX_8_qps,95,0.0
TX_8A_qps,95,0.0
TX_9_qps,95,0.0
TX_FD_qps,95,0.0
TX_ST_qps,95,0.0
UT_qps,95,0.0
VA_qps,95,0.0
WV_qps,95,0.0
WY_qps,95,0.0
AL_FD_qps,96,0.0
AL_N_qps,96,0.0
AL_S_qps,96,0.0
AL_ST_qps,96,0.0
AR_qps,96,0.0
AZ_qps,96,0.0
CA_qps,96,0.0
CA_FD_qps,96,0.0
CA_ST_qps,96,0.0
CN_W_qps,96,0.0
CO_qps,96,0.0
FL_qps,96,0.0
IL_qps,96,0.0
IN_qps,96,0.0
KS_qps,96,0.0
KY_qps,96,0.0
LA_FD_qps,96,0.0
LA_N_qps,96,0.0
LA_S_qps,96,0.0
LA_ST_qps,96,0.0
MD_qps,96,0.0
MI_qps,96,0.0
MS_FD_qps,96,0.0
MS_N_qps,96,0.0
MS_S_qps,96,0.0
MT_qps,96,0.0
MX_NE_qps,96,0.0
MX_SS_qps,96,0.0
ND_qps,96,0.0
NE_qps,96,0.0
NM_E_qps,96,0.0
NM_W_qps,96,0.0
NY_qps,96,0.0
OH_qps,96,0.0
OK_qps,96,0.0
OR_qps,96,0.0
PA_qps,96,0.0
SD_qps,96,0.0
TN_qps,96,0.0
TX_1_qps,96,0.0
TX_10_qps,96,0.0
TX_2_qps,96,0.0
TX_3_qps,96,0.0
TX_4_qps,96,0.0
TX_5_qps,96,0.0
TX_6_qps,96,0.0
TX_7B_qps,96,0.0
TX_7C_qps,96,0.0
TX_8_qps,96,0.0
TX_8A_qps,96,0.0
TX_9_qps,96,0.0
TX_FD_qps,96,0.0
TX_ST_qps,96,0.0
UT_qps,96,0.0
VA_qps,96,0.0
WV_qps,96,0.0
WY_qps,96,0.0
AL_FD_qps,97,0.0
AL_N_qps,97,0.0
AL_S_qps,97,0.0
AL_ST_qps,97,0.0
AR_qps,97,0.0
AZ_qps,97,0.0
CA_qps,97,0.0
CA_FD_qps,97,0.0
CA_ST_qps,97,0.0
CN_W_qps,97,0.0
CO_qps,97,0.0
FL_qps,97,0.0
IL_qps,97,0.0
IN_qps,97,0.0
KS_qps,97,0.0
KY_qps,97,0.0
LA_FD_qps,97,0.0
LA_N_qps,97,0.0
LA_S_qps,97,0.0
LA_ST_qps,97,0.0
MD_qps,97,0.0
MI_qps,97,0.0
MS_FD_qps,97,0.0
MS_N_qps,97,0.0
MS_S_qps,97,0.0
MT_qps,97,0.0
MX_NE_qps,97,0.0
MX_SS_qps,97,0.0
ND_qps,97,0.0
NE_qps,97,0.0
NM_E_qps,97,0.0
NM_W_qps,97,0.0
NY_qps,97,0.0
OH_qps,97,0.0
OK_qps,97,0.0
OR_qps,97,0.0
PA_qps,97,0.0
SD_qps,97,0.0
TN_qps,97,0.0
TX_1_qps,97,0.0
TX_10_qps,97,0.0
TX_2_qps,97,0.0
TX_3_qps,97,0.0
TX_4_qps,97,0.0
TX_5_qps,97,0.0
TX_6_qps,97,0.0
TX_7B_qps,97,0.0
TX_7C_qps,97,0.0
TX_8_qps,97,0.0
TX_8A_qps,97,0.0
TX_9_qps,97,0.0
TX_FD_qps,97,0.0
TX_ST_qps,97,0.0
UT_qps,97,0.0
VA_qps,97,0.0
WV_qps,97,0.0
WY_qps,97,0.0
AL_FD_qps,98,0.0
AL_N_qps,98,0.0
AL_S_qps,98,0.0
AL_ST_qps,98,0.0
AR_qps,98,0.0
AZ_qps,98,0.0
CA_qps,98,0.0
CA_FD_qps,98,0.0
CA_ST_qps,98,0.0
CN_W_qps,98,0.0
CO_qps,98,0.0
FL_qps,98,0.0
IL_qps,98,0.0
IN_qps,98,0.0
KS_qps,98,0.0
KY_qps,98,0.0
LA_FD_qps,98,0.0
LA_N_qps,98,0.0
LA_S_qps,98,0.0
LA_ST_qps,98,0.0
MD_qps,98,0.0
MI_qps,98,0.0
MS_FD_qps,98,0.0
MS_N_qps,98,0.0
MS_S_qps,98,0.0
MT_qps,98,0.0
MX_NE_qps,98,0.0
MX_SS_qps,98,0.0
ND_qps,98,0.0
NE_qps,98,0.0
NM_E_qps,98,0.0
NM_W_qps,98,0.0
NY_qps,98,0.0
OH_qps,98,0.0
OK_qps,98,0.0
OR_qps,98,0.0
PA_qps,98,0.0
SD_qps,98,0.0
TN_qps,98,0.0
TX_1_qps,98,0.0
TX_10_qps,98,0.0
TX_2_qps,98,0.0
TX_3_qps,98,0.0
TX_4_qps,98,0.0
TX_5_qps,98,0.0
TX_6_qps,98,0.0
TX_7B_qps,98,0.0
TX_7C_qps,98,0.0
TX_8_qps,98,0.0
TX_8A_qps,98,0.0
TX_9_qps,98,0.0
TX_FD_qps,98,0.0
TX_ST_qps,98,0.0
UT_qps,98,0.0
VA_qps,98,0.0
WV_qps,98,0.0
WY_qps,98,0.0
AL_FD_qps,99,0.0
AL_N_qps,99,0.0
AL_S_qps,99,0.0
AL_ST_qps,99,0.0
AR_qps,99,0.0
AZ_qps,99,0.0
CA_qps,99,0.0
CA_FD_qps,99,0.0
CA_ST_qps,99,0.0
CN_W_qps,99,0.0
CO_qps,99,0.0
FL_qps,99,0.0
IL_qps,99,0.0
IN_qps,99,0.0
KS_qps,99,0.0
KY_qps,99,0.0
LA_FD_qps,99,0.0
LA_N_qps,99,0.0
LA_S_qps,99,0.0
LA_ST_qps,99,0.0
MD_qps,99,0.0
MI_qps,99,0.0
MS_FD_qps,99,0.0
MS_N_qps,99,0.0
MS_S_qps,99,0.0
MT_qps,99,0.0
MX_NE_qps,99,0.0
MX_SS_qps,99,0.0
ND_qps,99,0.0
NE_qps,99,0.0
NM_E_qps,99,0.0
NM_W_qps,99,0.0
NY_qps,99,0.0
OH_qps,99,0.0
OK_qps,99,0.0
OR_qps,99,0.0
PA_qps,99,0.0
SD_qps,99,0.0
TN_qps,99,0.0
TX_1_qps,99,0.0
TX_10_qps,99,0.0
TX_2_qps,99,0.0
TX_3_qps,99,0.0
TX_4_qps,99,0.0
TX_5_qps,99,0.0
TX_6_qps,99,0.0
TX_7B_qps,99,0.0
TX_7C_qps,99,0.0
TX_8_qps,99,0.0
TX_8A_qps,99,0.0
TX_9_qps,99,0.0
TX_FD_qps,99,0.0
TX_ST_qps,99,0.0
UT_qps,99,0.0
VA_qps,99,0.0
WV_qps,99,0.0
WY_qps,99,0.0
AL_FD_qps,100,0.0
AL_N_qps,100,0.0
AL_S_qps,100,0.0
AL_ST_qps,100,0.0
AR_qps,100,0.0
AZ_qps,100,0.0
CA_qps,100,0.0
CA_FD_qps,100,0.0
CA_ST_qps,100,0.0
CN_W_qps,100,0.0
CO_qps,100,0.0
FL_qps,100,0.0
IL_qps,100,0.0
IN_qps,100,0.0
KS_qps,100,0.0
KY_qps,100,0.0
LA_FD_qps,100,0.0
LA_N_qps,100,0.0
LA_S_qps,100,0.0
LA_ST_qps,100,0.0
MD_qps,100,0.0
MI_qps,100,0.0
MS_FD_qps,100,0.0
MS_N_qps,100,0.0
MS_S_qps,100,0.0
MT_qps,100,0.0
MX_NE_qps,100,0.0
MX_SS_qps,100,0.0
ND_qps,100,0.0
NE_qps,100,0.0
NM_E_qps,100,0.0
NM_W_qps,100,0.0
NY_qps,100,0.0
OH_qps,100,0.0
OK_qps,100,0.0
OR_qps,100,0.0
PA_qps,100,0.0
SD_qps,100,0.0
TN_qps,100,0.0
TX_1_qps,100,0.0
TX_10_qps,100,0.0
TX_2_qps,100,0.0
TX_3_qps,100,0.0
TX_4_qps,100,0.0
TX_5_qps,100,0.0
TX_6_qps,100,0.0
TX_7B_qps,100,0.0
TX_7C_qps,100,0.0
TX_8_qps,100,0.0
TX_8A_qps,100,0.0
TX_9_qps,100,0.0
TX_FD_qps,100,0.0
TX_ST_qps,100,0.0
UT_qps,100,0.0
VA_qps,100,0.0
WV_qps,100,0.0
WY_qps,100,0.0
AL_FD_qps,101,0.0
AL_N_qps,101,0.0
AL_S_qps,101,0.0
AL_ST_qps,101,0.0
AR_qps,101,0.0
AZ_qps,101,0.0
CA_qps,101,0.0
CA_FD_qps,101,0.0
CA_ST_qps,101,0.0
CN_W_qps,101,0.0
CO_qps,101,0.0
FL_qps,101,0.0
IL_qps,101,0.0
IN_qps,101,0.0
KS_qps,101,0.0
KY_qps,101,0.0
LA_FD_qps,101,0.0
LA_N_qps,101,0.0
LA_S_qps,101,0.0
LA_ST_qps,101,0.0
MD_qps,101,0.0
MI_qps,101,0.0
MS_FD_qps,101,0.0
MS_N_qps,101,0.0
MS_S_qps,101,0.0
MT_qps,101,0.0
MX_NE_qps,101,0.0
MX_SS_qps,101,0.0
ND_qps,101,0.0
NE_qps,101,0.0
NM_E_qps,101,0.0
NM_W_qps,101,0.0
NY_qps,101,0.0
OH_qps,101,0.0
OK_qps,101,0.0
OR_qps,101,0.0
PA_qps,101,0.0
SD_qps,101,0.0
TN_qps,101,0.0
TX_1_qps,101,0.0
TX_10_qps,101,0.0
TX_2_qps,101,0.0
TX_3_qps,101,0.0
TX_4_qps,101,0.0
TX_5_qps,101,0.0
TX_6_qps,101,0.0
TX_7B_qps,101,0.0
TX_7C_qps,101,0.0
TX_8_qps,101,0.0
TX_8A_qps,101,0.0
TX_9_qps,101,0.0
TX_FD_qps,101,0.0
TX_ST_qps,101,0.0
UT_qps,101,0.0
VA_qps,101,0.0
WV_qps,101,0.0
WY_qps,101,0.0
AL_FD_qps,102,0.0
AL_N_qps,102,0.0
AL_S_qps,102,0.0
AL_ST_qps,102,0.0
AR_qps,102,0.0
AZ_qps,102,0.0
CA_qps,102,0.0
CA_FD_qps,102,0.0
CA_ST_qps,102,0.0
CN_W_qps,102,0.0
CO_qps,102,0.0
FL_qps,102,0.0
IL_qps,102,0.0
IN_qps,102,0.0
KS_qps,102,0.0
KY_qps,102,0.0
LA_FD_qps,102,0.0
LA_N_qps,102,0.0
LA_S_qps,102,0.0
LA_ST_qps,102,0.0
MD_qps,102,0.0
MI_qps,102,0.0
MS_FD_qps,102,0.0
MS_N_qps,102,0.0
MS_S_qps,102,0.0
MT_qps,102,0.0
MX_NE_qps,102,0.0
MX_SS_qps,102,0.0
ND_qps,102,0.0
NE_qps,102,0.0
NM_E_qps,102,0.0
NM_W_qps,102,0.0
NY_qps,102,0.0
OH_qps,102,0.0
OK_qps,102,0.0
OR_qps,102,0.0
PA_qps,102,0.0
SD_qps,102,0.0
TN_qps,102,0.0
TX_1_qps,102,0.0
TX_10_qps,102,0.0
TX_2_qps,102,0.0
TX_3_qps,102,0.0
TX_4_qps,102,0.0
TX_5_qps,102,0.0
TX_6_qps,102,0.0
TX_7B_qps,102,0.0
TX_7C_qps,102,0.0
TX_8_qps,102,0.0
TX_8A_qps,102,0.0
TX_9_qps,102,0.0
TX_FD_qps,102,0.0
TX_ST_qps,102,0.0
UT_qps,102,0.0
VA_qps,102,0.0
WV_qps,102,0.0
WY_qps,102,0.0
AL_FD_qps,103,0.0
AL_N_qps,103,0.0
AL_S_qps,103,0.0
AL_ST_qps,103,0.0
AR_qps,103,0.0
AZ_qps,103,0.0
CA_qps,103,0.0
CA_FD_qps,103,0.0
CA_ST_qps,103,0.0
CN_W_qps,103,0.0
CO_qps,103,0.0
FL_qps,103,0.0
IL_qps,103,0.0
IN_qps,103,0.0
KS_qps,103,0.0
KY_qps,103,0.0
LA_FD_qps,103,0.0
LA_N_qps,103,0.0
LA_S_qps,103,0.0
LA_ST_qps,103,0.0
MD_qps,103,0.0
MI_qps,103,0.0
MS_FD_qps,103,0.0
MS_N_qps,103,0.0
MS_S_qps,103,0.0
MT_qps,103,0.0
MX_NE_qps,103,0.0
MX_SS_qps,103,0.0
ND_qps,103,0.0
NE_qps,103,0.0
NM_E_qps,103,0.0
NM_W_qps,103,0.0
NY_qps,103,0.0
OH_qps,103,0.0
OK_qps,103,0.0
OR_qps,103,0.0
PA_qps,103,0.0
SD_qps,103,0.0
TN_qps,103,0.0
TX_1_qps,103,0.0
TX_10_qps,103,0.0
TX_2_qps,103,0.0
TX_3_qps,103,0.0
TX_4_qps,103,0.0
TX_5_qps,103,0.0
TX_6_qps,103,0.0
TX_7B_qps,103,0.0
TX_7C_qps,103,0.0
TX_8_qps,103,0.0
TX_8A_qps,103,0.0
TX_9_qps,103,0.0
TX_FD_qps,103,0.0
TX_ST_qps,103,0.0
UT_qps,103,0.0
VA_qps,103,0.0
WV_qps,103,0.0
WY_qps,103,0.0
AL_FD_qps,104,0.0
AL_N_qps,104,0.0
AL_S_qps,104,0.0
AL_ST_qps,104,0.0
AR_qps,104,0.0
AZ_qps,104,0.0
CA_qps,104,0.0
CA_FD_qps,104,0.0
CA_ST_qps,104,0.0
CN_W_qps,104,0.0
CO_qps,104,0.0
FL_qps,104,0.0
IL_qps,104,0.0
IN_qps,104,0.0
KS_qps,104,0.0
KY_qps,104,0.0
LA_FD_qps,104,0.0
LA_N_qps,104,0.0
LA_S_qps,104,0.0
LA_ST_qps,104,0.0
MD_qps,104,0.0
MI_qps,104,0.0
MS_FD_qps,104,0.0
MS_N_qps,104,0.0
MS_S_qps,104,0.0
MT_qps,104,0.0
MX_NE_qps,104,0.0
MX_SS_qps,104,0.0
ND_qps,104,0.0
NE_qps,104,0.0
NM_E_qps,104,0.0
NM_W_qps,104,0.0
NY_qps,104,0.0
OH_qps,104,0.0
OK_qps,104,0.0
OR_qps,104,0.0
PA_qps,104,0.0
SD_qps,104,0.0
TN_qps,104,0.0
TX_1_qps,104,0.0
TX_10_qps,104,0.0
TX_2_qps,104,0.0
TX_3_qps,104,0.0
TX_4_qps,104,0.0
TX_5_qps,104,0.0
TX_6_qps,104,0.0
TX_7B_qps,104,0.0
TX_7C_qps,104,0.0
TX_8_qps,104,0.0
TX_8A_qps,104,0.0
TX_9_qps,104,0.0
TX_FD_qps,104,0.0
TX_ST_qps,104,0.0
UT_qps,104,0.0
VA_qps,104,0.0
WV_qps,104,0.0
WY_qps,104,0.0
AL_FD_qps,105,0.0
AL_N_qps,105,0.0
AL_S_qps,105,0.0
AL_ST_qps,105,0.0
AR_qps,105,0.0
AZ_qps,105,0.0
CA_qps,105,0.0
CA_FD_qps,105,0.0
CA_ST_qps,105,0.0
CN_W_qps,105,0.0
CO_qps,105,0.0
FL_qps,105,0.0
IL_qps,105,0.0
IN_qps,105,0.0
KS_qps,105,0.0
KY_qps,105,0.0
LA_FD_qps,105,0.0
LA_N_qps,105,0.0
LA_S_qps,105,0.0
LA_ST_qps,105,0.0
MD_qps,105,0.0
MI_qps,105,0.0
MS_FD_qps,105,0.0
MS_N_qps,105,0.0
MS_S_qps,105,0.0
MT_qps,105,0.0
MX_NE_qps,105,0.0
MX_SS_qps,105,0.0
ND_qps,105,0.0
NE_qps,105,0.0
NM_E_qps,105,0.0
NM_W_qps,105,0.0
NY_qps,105,0.0
OH_qps,105,0.0
OK_qps,105,0.0
OR_qps,105,0.0
PA_qps,105,0.0
SD_qps,105,0.0
TN_qps,105,0.0
TX_1_qps,105,0.0
TX_10_qps,105,0.0
TX_2_qps,105,0.0
TX_3_qps,105,0.0
TX_4_qps,105,0.0
TX_5_qps,105,0.0
TX_6_qps,105,0.0
TX_7B_qps,105,0.0
TX_7C_qps,105,0.0
TX_8_qps,105,0.0
TX_8A_qps,105,0.0
TX_9_qps,105,0.0
TX_FD_qps,105,0.0
TX_ST_qps,105,0.0
UT_qps,105,0.0
VA_qps,105,0.0
WV_qps,105,0.0
WY_qps,105,0.0
AL_FD_qps,106,0.0
AL_N_qps,106,0.0
AL_S_qps,106,0.0
AL_ST_qps,106,0.0
AR_qps,106,0.0
AZ_qps,106,0.0
CA_qps,106,0.0
CA_FD_qps,106,0.0
CA_ST_qps,106,0.0
CN_W_qps,106,0.0
CO_qps,106,0.0
FL_qps,106,0.0
IL_qps,106,0.0
IN_qps,106,0.0
KS_qps,106,0.0
KY_qps,106,0.0
LA_FD_qps,106,0.0
LA_N_qps,106,0.0
LA_S_qps,106,0.0
LA_ST_qps,106,0.0
MD_qps,106,0.0
MI_qps,106,0.0
MS_FD_qps,106,0.0
MS_N_qps,106,0.0
MS_S_qps,106,0.0
MT_qps,106,0.0
MX_NE_qps,106,0.0
MX_SS_qps,106,0.0
ND_qps,106,0.0
NE_qps,106,0.0
NM_E_qps,106,0.0
NM_W_qps,106,0.0
NY_qps,106,0.0
OH_qps,106,0.0
OK_qps,106,0.0
OR_qps,106,0.0
PA_qps,106,0.0
SD_qps,106,0.0
TN_qps,106,0.0
TX_1_qps,106,0.0
TX_10_qps,106,0.0
TX_2_qps,106,0.0
TX_3_qps,106,0.0
TX_4_qps,106,0.0
TX_5_qps,106,0.0
TX_6_qps,106,0.0
TX_7B_qps,106,0.0
TX_7C_qps,106,0.0
TX_8_qps,106,0.0
TX_8A_qps,106,0.0
TX_9_qps,106,0.0
TX_FD_qps,106,0.0
TX_ST_qps,106,0.0
UT_qps,106,0.0
VA_qps,106,0.0
WV_qps,106,0.0
WY_qps,106,0.0
AL_FD_qps,107,0.0
AL_N_qps,107,0.0
AL_S_qps,107,0.0
AL_ST_qps,107,0.0
AR_qps,107,0.0
AZ_qps,107,0.0
CA_qps,107,0.0
CA_FD_qps,107,0.0
CA_ST_qps,107,0.0
CN_W_qps,107,0.0
CO_qps,107,0.0
FL_qps,107,0.0
IL_qps,107,0.0
IN_qps,107,0.0
KS_qps,107,0.0
KY_qps,107,0.0
LA_FD_qps,107,0.0
LA_N_qps,107,0.0
LA_S_qps,107,0.0
LA_ST_qps,107,0.0
MD_qps,107,0.0
MI_qps,107,0.0
MS_FD_qps,107,0.0
MS_N_qps,107,0.0
MS_S_qps,107,0.0
MT_qps,107,0.0
MX_NE_qps,107,0.0
MX_SS_qps,107,0.0
ND_qps,107,0.0
NE_qps,107,0.0
NM_E_qps,107,0.0
NM_W_qps,107,0.0
NY_qps,107,0.0
OH_qps,107,0.0
OK_qps,107,0.0
OR_qps,107,0.0
PA_qps,107,0.0
SD_qps,107,0.0
TN_qps,107,0.0
TX_1_qps,107,0.0
TX_10_qps,107,0.0
TX_2_qps,107,0.0
TX_3_qps,107,0.0
TX_4_qps,107,0.0
TX_5_qps,107,0.0
TX_6_qps,107,0.0
TX_7B_qps,107,0.0
TX_7C_qps,107,0.0
TX_8_qps,107,0.0
TX_8A_qps,107,0.0
TX_9_qps,107,0.0
TX_FD_qps,107,0.0
TX_ST_qps,107,0.0
UT_qps,107,0.0
VA_qps,107,0.0
WV_qps,107,0.0
WY_qps,107,0.0
AL_FD_qps,108,0.0
AL_N_qps,108,0.0
AL_S_qps,108,0.0
AL_ST_qps,108,0.0
AR_qps,108,0.0
AZ_qps,108,0.0
CA_qps,108,0.0
CA_FD_qps,108,0.0
CA_ST_qps,108,0.0
CN_W_qps,108,0.0
CO_qps,108,0.0
FL_qps,108,0.0
IL_qps,108,0.0
IN_qps,108,0.0
KS_qps,108,0.0
KY_qps,108,0.0
LA_FD_qps,108,0.0
LA_N_qps,108,0.0
LA_S_qps,108,0.0
LA_ST_qps,108,0.0
MD_qps,108,0.0
MI_qps,108,0.0
MS_FD_qps,108,0.0
MS_N_qps,108,0.0
MS_S_qps,108,0.0
MT_qps,108,0.0
MX_NE_qps,108,0.0
MX_SS_qps,108,0.0
ND_qps,108,0.0
NE_qps,108,0.0
NM_E_qps,108,0.0
NM_W_qps,108,0.0
NY_qps,108,0.0
OH_qps,108,0.0
OK_qps,108,0.0
OR_qps,108,0.0
PA_qps,108,0.0
SD_qps,108,0.0
TN_qps,108,0.0
TX_1_qps,108,0.0
TX_10_qps,108,0.0
TX_2_qps,108,0.0
TX_3_qps,108,0.0
TX_4_qps,108,0.0
TX_5_qps,108,0.0
TX_6_qps,108,0.0
TX_7B_qps,108,0.0
TX_7C_qps,108,0.0
TX_8_qps,108,0.0
TX_8A_qps,108,0.0
TX_9_qps,108,0.0
TX_FD_qps,108,0.0
TX_ST_qps,108,0.0
UT_qps,108,0.0
VA_qps,108,0.0
WV_qps,108,0.0
WY_qps,108,0.0
AL_FD_qps,109,0.0
AL_N_qps,109,0.0
AL_S_qps,109,0.0
AL_ST_qps,109,0.0
AR_qps,109,0.0
AZ_qps,109,0.0
CA_qps,109,0.0
CA_FD_qps,109,0.0
CA_ST_qps,109,0.0
CN_W_qps,109,0.0
CO_qps,109,0.0
FL_qps,109,0.0
IL_qps,109,0.0
IN_qps,109,0.0
KS_qps,109,0.0
KY_qps,109,0.0
LA_FD_qps,109,0.0
LA_N_qps,109,0.0
LA_S_qps,109,0.0
LA_ST_qps,109,0.0
MD_qps,109,0.0
MI_qps,109,0.0
MS_FD_qps,109,0.0
MS_N_qps,109,0.0
MS_S_qps,109,0.0
MT_qps,109,0.0
MX_NE_qps,109,0.0
MX_SS_qps,109,0.0
ND_qps,109,0.0
NE_qps,109,0.0
NM_E_qps,109,0.0
NM_W_qps,109,0.0
NY_qps,109,0.0
OH_qps,109,0.0
OK_qps,109,0.0
OR_qps,109,0.0
PA_qps,109,0.0
SD_qps,109,0.0
TN_qps,109,0.0
TX_1_qps,109,0.0
TX_10_qps,109,0.0
TX_2_qps,109,0.0
TX_3_qps,109,0.0
TX_4_qps,109,0.0
