Line,Day,Value
OR_to_CA,81,0.0
OR_to_ID,81,0.0
OR_to_WA,81,0.0
PA_to_DE,81,0.0
PA_to_MD,81,0.0
PA_to_NJ,81,0.0
PA_to_NY,81,0.0
PA_to_OH,81,0.0
PA_to_WV,81,0.0
RI_to_CT,81,0.0
RI_to_MA,81,0.0
SC_to_GA,81,0.0
SC_to_NC,81,0.0
SD_to_IA,81,0.0
SD_to_MN,81,0.0
SD_to_NE,81,0.0
SD_to_ND,81,0.0
SD_to_WY,81,0.0
TN_to_AL,81,0.0
TN_to_AR,81,0.0
TN_to_GA,81,0.0
TN_to_KY,81,0.0
TN_to_MS,81,0.0
TN_to_VA,81,0.0
TX_to_AR,81,0.0
TX_to_LA,81,0.0
TX_to_NM,81,0.0
TX_to_OK,81,0.0
TX_to_TX_MX_NE,81,0.0
TX_to_TX_MX_SS,81,0.0
UT_to_CO,81,0.0
UT_to_ID,81,0.0
UT_to_NV,81,0.0
UT_to_WY,81,0.0
VA_to_DC,81,0.0
VA_to_MD,81,0.0
VA_to_NC,81,0.0
VA_to_TN,81,0.0
WA_to_ID,81,0.0
WA_to_OR,81,0.0
WA_to_WA_CN_W,81,0.0
WV_to_KY,81,0.0
WV_to_MD,81,0.0
WV_to_OH,81,0.0
WV_to_PA,81,0.0
WV_to_VA,81,0.0
WI_to_IL,81,0.0
WI_to_MI,81,0.0
WI_to_MN,81,0.0
WY_to_CO,81,0.0
WY_to_MT,81,0.0
WY_to_NE,81,0.0
WY_to_SD,81,0.0
WY_to_UT,81,0.0
ME_CN_E_to_ME,81,0.0
ME_CN_E_to_CN_E,81,0.0
NH_CN_E_to_NH,81,0.0
NH_CN_E_to_CN_E,81,0.0
VT_CN_E_to_VT,81,0.0
NY_CN_E_to_NY,81,0.0
NY_CN_E_to_CN_E,81,0.0
MI_CN_E_to_MI,81,0.0
MI_CN_E_to_CN_E,81,0.0
MN_CN_W_to_MN,81,0.0
MN_CN_W_to_CN_W,81,0.0
ND_CN_W_to_ND,81,0.0
ND_CN_W_to_CN_W,81,0.0
MT_CN_W_to_MT,81,0.0
MT_CN_W_to_CN_W,81,0.0
ID_CN_W_to_ID,81,0.0
WA_CN_W_to_WA,81,0.0
WA_CN_W_to_CN_W,81,0.0
TX_MX_NE_to_TX,81,0.0
TX_MX_NE_to_MX_NE,81,0.0
AZ_MX_NW_to_MX_NW,81,0.0
CA_MX_NW_to_CA,81,0.0
CA_MX_NW_to_MX_NW,81,0.0
TX_MX_SS_to_MX_SS,81,0.0
MX_NE_to_TX_MX_NE,81,0.0
MX_NE_to_MX_NW,81,0.0
MX_NE_to_MX_IW,81,0.0
MX_NE_to_MX_SS,81,0.0
MX_NW_to_CA_MX_NW,81,0.0
MX_IW_to_MX_CE,81,0.0
MX_CE_to_MX_IW,81,0.0
MX_SS_to_MX_NE,81,0.0
MX_SS_to_MX_IW,81,0.0
MX_SS_to_MX_CE,81,0.0
CN_E_to_ME_CN_E,81,0.0
CN_E_to_NH_CN_E,81,0.0
CN_E_to_VT_CN_E,81,0.0
CN_E_to_NY_CN_E,81,0.0
CN_E_to_MI_CN_E,81,0.0
CN_W_to_MN_CN_W,81,0.0
CN_W_to_ND_CN_W,81,0.0
CN_W_to_MT_CN_W,81,0.0
CN_W_to_ID_CN_W,81,0.0
CN_W_to_WA_CN_W,81,0.0
CN_W_to_CN_E,81,0.0
AL_to_FL,82,0.0
AL_to_GA,82,0.0
AL_to_MS,82,0.0
AL_to_TN,82,0.0
AZ_to_CA,82,0.0
AZ_to_NV,82,0.0
AZ_to_AZ_MX_NW,82,0.0
AR_to_LA,82,0.0
AR_to_MS,82,0.0
AR_to_MO,82,0.0
AR_to_OK,82,0.0
AR_to_TX,82,0.0
CA_to_AZ,82,0.0
CA_to_NV,82,0.0
CA_to_CA_MX_NW,82,0.0
CO_to_KS,82,0.0
CO_to_NE,82,0.0
CO_to_NM,82,0.0
CO_to_OK,82,0.0
CO_to_UT,82,0.0
CO_to_WY,82,0.0
CT_to_MA,82,0.0
CT_to_NY,82,0.0
CT_to_RI,82,0.0
DE_to_MD,82,0.0
DE_to_NJ,82,0.0
GA_to_AL,82,0.0
GA_to_FL,82,0.0
GA_to_SC,82,0.0
GA_to_TN,82,0.0
ID_to_NV,82,0.0
ID_to_OR,82,0.0
ID_to_UT,82,0.0
ID_to_WA,82,0.0
ID_to_WY,82,0.0
IL_to_IN,82,0.0
IL_to_IA,82,0.0
IL_to_KY,82,0.0
IL_to_MO,82,0.0
IL_to_WI,82,0.0
IN_to_IL,82,0.0
IN_to_KY,82,0.0
IN_to_MI,82,0.0
IN_to_OH,82,0.0
IA_to_IL,82,0.0
IA_to_MN,82,0.0
IA_to_SD,82,0.0
KS_to_CO,82,0.0
KS_to_MO,82,0.0
KS_to_NE,82,0.0
KS_to_OK,82,0.0
KY_to_IL,82,0.0
KY_to_IN,82,0.0
KY_to_OH,82,0.0
KY_to_TN,82,0.0
KY_to_VA,82,0.0
KY_to_WV,82,0.0
LA_to_AR,82,0.0
LA_to_MS,82,0.0
LA_to_TX,82,0.0
ME_to_NH,82,0.0
ME_to_ME_CN_E,82,0.0
MD_to_DC,82,0.0
MD_to_DE,82,0.0
MD_to_PA,82,0.0
MD_to_VA,82,0.0
MD_to_WV,82,0.0
MA_to_CT,82,0.0
MA_to_NH,82,0.0
MA_to_RI,82,0.0
MI_to_IN,82,0.0
MI_to_OH,82,0.0
MI_to_WI,82,0.0
MI_to_MI_CN_E,82,0.0
MN_to_IA,82,0.0
MN_to_ND,82,0.0
MN_to_WI,82,0.0
MN_to_MN_CN_W,82,0.0
MS_to_AL,82,0.0
MS_to_AR,82,0.0
MS_to_LA,82,0.0
MS_to_TN,82,0.0
MO_to_AR,82,0.0
MO_to_IL,82,0.0
MO_to_IA,82,0.0
MT_to_ND,82,0.0
MT_to_WY,82,0.0
MT_to_MT_CN_W,82,0.0
NE_to_CO,82,0.0
NE_to_IA,82,0.0
NE_to_KS,82,0.0
NE_to_SD,82,0.0
NV_to_CA,82,0.0
NV_to_OR,82,0.0
NH_to_ME,82,0.0
NH_to_MA,82,0.0
NH_to_NH_CN_E,82,0.0
NJ_to_NY,82,0.0
NJ_to_PA,82,0.0
NM_to_AZ,82,0.0
NM_to_CO,82,0.0
NM_to_TX,82,0.0
NY_to_CT,82,0.0
NY_to_MA,82,0.0
NY_to_NJ,82,0.0
NY_to_PA,82,0.0
NY_to_NY_CN_E,82,0.0
NC_to_SC,82,0.0
NC_to_VA,82,0.0
ND_to_MN,82,0.0
ND_to_MT,82,0.0
ND_to_SD,82,0.0
ND_to_ND_CN_W,82,0.0
OH_to_IN,82,0.0
OH_to_KY,82,0.0
OH_to_MI,82,0.0
OH_to_PA,82,0.0
OH_to_WV,82,0.0
OK_to_AR,82,0.0
OK_to_CO,82,0.0
OK_to_KS,82,0.0
OK_to_MO,82,0.0
OK_to_TX,82,0.0
OR_to_CA,82,0.0
OR_to_ID,82,0.0
OR_to_WA,82,0.0
PA_to_DE,82,0.0
PA_to_MD,82,0.0
PA_to_NJ,82,0.0
PA_to_NY,82,0.0
PA_to_OH,82,0.0
PA_to_WV,82,0.0
RI_to_CT,82,0.0
RI_to_MA,82,0.0
SC_to_GA,82,0.0
SC_to_NC,82,0.0
SD_to_IA,82,0.0
SD_to_MN,82,0.0
SD_to_NE,82,0.0
SD_to_ND,82,0.0
SD_to_WY,82,0.0
TN_to_AL,82,0.0
TN_to_AR,82,0.0
TN_to_GA,82,0.0
TN_to_KY,82,0.0
TN_to_MS,82,0.0
TN_to_VA,82,0.0
TX_to_AR,82,0.0
TX_to_LA,82,0.0
TX_to_NM,82,0.0
TX_to_OK,82,0.0
TX_to_TX_MX_NE,82,0.0
TX_to_TX_MX_SS,82,0.0
UT_to_CO,82,0.0
UT_to_ID,82,0.0
UT_to_NV,82,0.0
UT_to_WY,82,0.0
VA_to_DC,82,0.0
VA_to_MD,82,0.0
VA_to_NC,82,0.0
VA_to_TN,82,0.0
WA_to_ID,82,0.0
WA_to_OR,82,0.0
WA_to_WA_CN_W,82,0.0
WV_to_KY,82,0.0
WV_to_MD,82,0.0
WV_to_OH,82,0.0
WV_to_PA,82,0.0
WV_to_VA,82,0.0
WI_to_IL,82,0.0
WI_to_MI,82,0.0
WI_to_MN,82,0.0
WY_to_CO,82,0.0
WY_to_MT,82,0.0
WY_to_NE,82,0.0
WY_to_SD,82,0.0
WY_to_UT,82,0.0
ME_CN_E_to_ME,82,0.0
ME_CN_E_to_CN_E,82,0.0
NH_CN_E_to_NH,82,0.0
NH_CN_E_to_CN_E,82,0.0
VT_CN_E_to_VT,82,0.0
NY_CN_E_to_NY,82,0.0
NY_CN_E_to_CN_E,82,0.0
MI_CN_E_to_MI,82,0.0
MI_CN_E_to_CN_E,82,0.0
MN_CN_W_to_MN,82,0.0
MN_CN_W_to_CN_W,82,0.0
ND_CN_W_to_ND,82,0.0
ND_CN_W_to_CN_W,82,0.0
MT_CN_W_to_MT,82,0.0
MT_CN_W_to_CN_W,82,0.0
ID_CN_W_to_ID,82,0.0
WA_CN_W_to_WA,82,0.0
WA_CN_W_to_CN_W,82,0.0
TX_MX_NE_to_TX,82,0.0
TX_MX_NE_to_MX_NE,82,0.0
AZ_MX_NW_to_MX_NW,82,0.0
CA_MX_NW_to_CA,82,0.0
CA_MX_NW_to_MX_NW,82,0.0
TX_MX_SS_to_MX_SS,82,0.0
MX_NE_to_TX_MX_NE,82,0.0
MX_NE_to_MX_NW,82,0.0
MX_NE_to_MX_IW,82,0.0
MX_NE_to_MX_SS,82,0.0
MX_NW_to_CA_MX_NW,82,0.0
MX_IW_to_MX_CE,82,0.0
MX_CE_to_MX_IW,82,0.0
MX_SS_to_MX_NE,82,0.0
MX_SS_to_MX_IW,82,0.0
MX_SS_to_MX_CE,82,0.0
CN_E_to_ME_CN_E,82,0.0
CN_E_to_NH_CN_E,82,0.0
CN_E_to_VT_CN_E,82,0.0
CN_E_to_NY_CN_E,82,0.0
CN_E_to_MI_CN_E,82,0.0
CN_W_to_MN_CN_W,82,0.0
CN_W_to_ND_CN_W,82,0.0
CN_W_to_MT_CN_W,82,0.0
CN_W_to_ID_CN_W,82,0.0
CN_W_to_WA_CN_W,82,0.0
CN_W_to_CN_E,82,0.0
AL_to_FL,83,0.0
AL_to_GA,83,0.0
AL_to_MS,83,0.0
AL_to_TN,83,0.0
AZ_to_CA,83,0.0
AZ_to_NV,83,0.0
AZ_to_AZ_MX_NW,83,0.0
AR_to_LA,83,0.0
AR_to_MS,83,0.0
AR_to_MO,83,0.0
AR_to_OK,83,0.0
AR_to_TX,83,0.0
CA_to_AZ,83,0.0
CA_to_NV,83,0.0
CA_to_CA_MX_NW,83,0.0
CO_to_KS,83,0.0
CO_to_NE,83,0.0
CO_to_NM,83,0.0
CO_to_OK,83,0.0
CO_to_UT,83,0.0
CO_to_WY,83,0.0
CT_to_MA,83,0.0
CT_to_NY,83,0.0
CT_to_RI,83,0.0
DE_to_MD,83,0.0
DE_to_NJ,83,0.0
GA_to_AL,83,0.0
GA_to_FL,83,0.0
GA_to_SC,83,0.0
GA_to_TN,83,0.0
ID_to_NV,83,0.0
ID_to_OR,83,0.0
ID_to_UT,83,0.0
ID_to_WA,83,0.0
ID_to_WY,83,0.0
IL_to_IN,83,0.0
IL_to_IA,83,0.0
IL_to_KY,83,0.0
IL_to_MO,83,0.0
IL_to_WI,83,0.0
IN_to_IL,83,0.0
IN_to_KY,83,0.0
IN_to_MI,83,0.0
IN_to_OH,83,0.0
IA_to_IL,83,0.0
IA_to_MN,83,0.0
IA_to_SD,83,0.0
KS_to_CO,83,0.0
KS_to_MO,83,0.0
KS_to_NE,83,0.0
KS_to_OK,83,0.0
KY_to_IL,83,0.0
KY_to_IN,83,0.0
KY_to_OH,83,0.0
KY_to_TN,83,0.0
KY_to_VA,83,0.0
KY_to_WV,83,0.0
LA_to_AR,83,0.0
LA_to_MS,83,0.0
LA_to_TX,83,0.0
ME_to_NH,83,0.0
ME_to_ME_CN_E,83,0.0
MD_to_DC,83,0.0
MD_to_DE,83,0.0
MD_to_PA,83,0.0
MD_to_VA,83,0.0
MD_to_WV,83,0.0
MA_to_CT,83,0.0
MA_to_NH,83,0.0
MA_to_RI,83,0.0
MI_to_IN,83,0.0
MI_to_OH,83,0.0
MI_to_WI,83,0.0
MI_to_MI_CN_E,83,0.0
MN_to_IA,83,0.0
MN_to_ND,83,0.0
MN_to_WI,83,0.0
MN_to_MN_CN_W,83,0.0
MS_to_AL,83,0.0
MS_to_AR,83,0.0
MS_to_LA,83,0.0
MS_to_TN,83,0.0
MO_to_AR,83,0.0
MO_to_IL,83,0.0
MO_to_IA,83,0.0
MT_to_ND,83,0.0
MT_to_WY,83,0.0
MT_to_MT_CN_W,83,0.0
NE_to_CO,83,0.0
NE_to_IA,83,0.0
NE_to_KS,83,0.0
NE_to_SD,83,0.0
NV_to_CA,83,0.0
NV_to_OR,83,0.0
NH_to_ME,83,0.0
NH_to_MA,83,0.0
NH_to_NH_CN_E,83,0.0
NJ_to_NY,83,0.0
NJ_to_PA,83,0.0
NM_to_AZ,83,0.0
NM_to_CO,83,0.0
NM_to_TX,83,0.0
NY_to_CT,83,0.0
NY_to_MA,83,0.0
NY_to_NJ,83,0.0
NY_to_PA,83,0.0
NY_to_NY_CN_E,83,0.0
NC_to_SC,83,0.0
NC_to_VA,83,0.0
ND_to_MN,83,0.0
ND_to_MT,83,0.0
ND_to_SD,83,0.0
ND_to_ND_CN_W,83,0.0
OH_to_IN,83,0.0
OH_to_KY,83,0.0
OH_to_MI,83,0.0
OH_to_PA,83,0.0
OH_to_WV,83,0.0
OK_to_AR,83,0.0
OK_to_CO,83,0.0
OK_to_KS,83,0.0
OK_to_MO,83,0.0
OK_to_TX,83,0.0
OR_to_CA,83,0.0
OR_to_ID,83,0.0
OR_to_WA,83,0.0
PA_to_DE,83,0.0
PA_to_MD,83,0.0
PA_to_NJ,83,0.0
PA_to_NY,83,0.0
PA_to_OH,83,0.0
PA_to_WV,83,0.0
RI_to_CT,83,0.0
RI_to_MA,83,0.0
SC_to_GA,83,0.0
SC_to_NC,83,0.0
SD_to_IA,83,0.0
SD_to_MN,83,0.0
SD_to_NE,83,0.0
SD_to_ND,83,0.0
SD_to_WY,83,0.0
TN_to_AL,83,0.0
TN_to_AR,83,0.0
TN_to_GA,83,0.0
TN_to_KY,83,0.0
TN_to_MS,83,0.0
TN_to_VA,83,0.0
TX_to_AR,83,0.0
TX_to_LA,83,0.0
TX_to_NM,83,0.0
TX_to_OK,83,0.0
TX_to_TX_MX_NE,83,0.0
TX_to_TX_MX_SS,83,0.0
UT_to_CO,83,0.0
UT_to_ID,83,0.0
UT_to_NV,83,0.0
UT_to_WY,83,0.0
VA_to_DC,83,0.0
VA_to_MD,83,0.0
VA_to_NC,83,0.0
VA_to_TN,83,0.0
WA_to_ID,83,0.0
WA_to_OR,83,0.0
WA_to_WA_CN_W,83,0.0
WV_to_KY,83,0.0
WV_to_MD,83,0.0
WV_to_OH,83,0.0
WV_to_PA,83,0.0
WV_to_VA,83,0.0
WI_to_IL,83,0.0
WI_to_MI,83,0.0
WI_to_MN,83,0.0
WY_to_CO,83,0.0
WY_to_MT,83,0.0
WY_to_NE,83,0.0
WY_to_SD,83,0.0
WY_to_UT,83,0.0
ME_CN_E_to_ME,83,0.0
ME_CN_E_to_CN_E,83,0.0
NH_CN_E_to_NH,83,0.0
NH_CN_E_to_CN_E,83,0.0
VT_CN_E_to_VT,83,0.0
NY_CN_E_to_NY,83,0.0
NY_CN_E_to_CN_E,83,0.0
MI_CN_E_to_MI,83,0.0
MI_CN_E_to_CN_E,83,0.0
MN_CN_W_to_MN,83,0.0
MN_CN_W_to_CN_W,83,0.0
ND_CN_W_to_ND,83,0.0
ND_CN_W_to_CN_W,83,0.0
MT_CN_W_to_MT,83,0.0
MT_CN_W_to_CN_W,83,0.0
ID_CN_W_to_ID,83,0.0
WA_CN_W_to_WA,83,0.0
WA_CN_W_to_CN_W,83,0.0
TX_MX_NE_to_TX,83,0.0
TX_MX_NE_to_MX_NE,83,0.0
AZ_MX_NW_to_MX_NW,83,0.0
CA_MX_NW_to_CA,83,0.0
CA_MX_NW_to_MX_NW,83,0.0
TX_MX_SS_to_MX_SS,83,0.0
MX_NE_to_TX_MX_NE,83,0.0
MX_NE_to_MX_NW,83,0.0
MX_NE_to_MX_IW,83,0.0
MX_NE_to_MX_SS,83,0.0
MX_NW_to_CA_MX_NW,83,0.0
MX_IW_to_MX_CE,83,0.0
MX_CE_to_MX_IW,83,0.0
MX_SS_to_MX_NE,83,0.0
MX_SS_to_MX_IW,83,0.0
MX_SS_to_MX_CE,83,0.0
CN_E_to_ME_CN_E,83,0.0
CN_E_to_NH_CN_E,83,0.0
CN_E_to_VT_CN_E,83,0.0
CN_E_to_NY_CN_E,83,0.0
CN_E_to_MI_CN_E,83,0.0
CN_W_to_MN_CN_W,83,0.0
CN_W_to_ND_CN_W,83,0.0
CN_W_to_MT_CN_W,83,0.0
CN_W_to_ID_CN_W,83,0.0
CN_W_to_WA_CN_W,83,0.0
CN_W_to_CN_E,83,0.0
AL_to_FL,84,0.0
AL_to_GA,84,0.0
AL_to_MS,84,0.0
AL_to_TN,84,0.0
AZ_to_CA,84,0.0
AZ_to_NV,84,0.0
AZ_to_AZ_MX_NW,84,0.0
AR_to_LA,84,0.0
AR_to_MS,84,0.0
AR_to_MO,84,0.0
AR_to_OK,84,0.0
AR_to_TX,84,0.0
CA_to_AZ,84,0.0
CA_to_NV,84,0.0
CA_to_CA_MX_NW,84,0.0
CO_to_KS,84,0.0
CO_to_NE,84,0.0
CO_to_NM,84,0.0
CO_to_OK,84,0.0
CO_to_UT,84,0.0
CO_to_WY,84,0.0
CT_to_MA,84,0.0
CT_to_NY,84,0.0
CT_to_RI,84,0.0
DE_to_MD,84,0.0
DE_to_NJ,84,0.0
GA_to_AL,84,0.0
GA_to_FL,84,0.0
GA_to_SC,84,0.0
GA_to_TN,84,0.0
ID_to_NV,84,0.0
ID_to_OR,84,0.0
ID_to_UT,84,0.0
ID_to_WA,84,0.0
ID_to_WY,84,0.0
IL_to_IN,84,0.0
IL_to_IA,84,0.0
IL_to_KY,84,0.0
IL_to_MO,84,0.0
IL_to_WI,84,0.0
IN_to_IL,84,0.0
IN_to_KY,84,0.0
IN_to_MI,84,0.0
IN_to_OH,84,0.0
IA_to_IL,84,0.0
IA_to_MN,84,0.0
IA_to_SD,84,0.0
KS_to_CO,84,0.0
KS_to_MO,84,0.0
KS_to_NE,84,0.0
KS_to_OK,84,0.0
KY_to_IL,84,0.0
KY_to_IN,84,0.0
KY_to_OH,84,0.0
KY_to_TN,84,0.0
KY_to_VA,84,0.0
KY_to_WV,84,0.0
LA_to_AR,84,0.0
LA_to_MS,84,0.0
LA_to_TX,84,0.0
ME_to_NH,84,0.0
ME_to_ME_CN_E,84,0.0
MD_to_DC,84,0.0
MD_to_DE,84,0.0
MD_to_PA,84,0.0
MD_to_VA,84,0.0
MD_to_WV,84,0.0
MA_to_CT,84,0.0
MA_to_NH,84,0.0
MA_to_RI,84,0.0
MI_to_IN,84,0.0
MI_to_OH,84,0.0
MI_to_WI,84,0.0
MI_to_MI_CN_E,84,0.0
MN_to_IA,84,0.0
MN_to_ND,84,0.0
MN_to_WI,84,0.0
MN_to_MN_CN_W,84,0.0
MS_to_AL,84,0.0
MS_to_AR,84,0.0
MS_to_LA,84,0.0
MS_to_TN,84,0.0
MO_to_AR,84,0.0
MO_to_IL,84,0.0
MO_to_IA,84,0.0
MT_to_ND,84,0.0
MT_to_WY,84,0.0
MT_to_MT_CN_W,84,0.0
NE_to_CO,84,0.0
NE_to_IA,84,0.0
NE_to_KS,84,0.0
NE_to_SD,84,0.0
NV_to_CA,84,0.0
NV_to_OR,84,0.0
NH_to_ME,84,0.0
NH_to_MA,84,0.0
NH_to_NH_CN_E,84,0.0
NJ_to_NY,84,0.0
NJ_to_PA,84,0.0
NM_to_AZ,84,0.0
NM_to_CO,84,0.0
NM_to_TX,84,0.0
NY_to_CT,84,0.0
NY_to_MA,84,0.0
NY_to_NJ,84,0.0
NY_to_PA,84,0.0
NY_to_NY_CN_E,84,0.0
NC_to_SC,84,0.0
NC_to_VA,84,0.0
ND_to_MN,84,0.0
ND_to_MT,84,0.0
ND_to_SD,84,0.0
ND_to_ND_CN_W,84,0.0
OH_to_IN,84,0.0
OH_to_KY,84,0.0
OH_to_MI,84,0.0
OH_to_PA,84,0.0
OH_to_WV,84,0.0
OK_to_AR,84,0.0
OK_to_CO,84,0.0
OK_to_KS,84,0.0
OK_to_MO,84,0.0
OK_to_TX,84,0.0
OR_to_CA,84,0.0
OR_to_ID,84,0.0
OR_to_WA,84,0.0
PA_to_DE,84,0.0
PA_to_MD,84,0.0
PA_to_NJ,84,0.0
PA_to_NY,84,0.0
PA_to_OH,84,0.0
PA_to_WV,84,0.0
RI_to_CT,84,0.0
RI_to_MA,84,0.0
SC_to_GA,84,0.0
SC_to_NC,84,0.0
SD_to_IA,84,0.0
SD_to_MN,84,0.0
SD_to_NE,84,0.0
SD_to_ND,84,0.0
SD_to_WY,84,0.0
TN_to_AL,84,0.0
TN_to_AR,84,0.0
TN_to_GA,84,0.0
TN_to_KY,84,0.0
TN_to_MS,84,0.0
TN_to_VA,84,0.0
TX_to_AR,84,0.0
TX_to_LA,84,0.0
TX_to_NM,84,0.0
TX_to_OK,84,0.0
TX_to_TX_MX_NE,84,0.0
TX_to_TX_MX_SS,84,0.0
UT_to_CO,84,0.0
UT_to_ID,84,0.0
UT_to_NV,84,0.0
UT_to_WY,84,0.0
VA_to_DC,84,0.0
VA_to_MD,84,0.0
VA_to_NC,84,0.0
VA_to_TN,84,0.0
WA_to_ID,84,0.0
WA_to_OR,84,0.0
WA_to_WA_CN_W,84,0.0
WV_to_KY,84,0.0
WV_to_MD,84,0.0
WV_to_OH,84,0.0
WV_to_PA,84,0.0
WV_to_VA,84,0.0
WI_to_IL,84,0.0
WI_to_MI,84,0.0
WI_to_MN,84,0.0
WY_to_CO,84,0.0
WY_to_MT,84,0.0
WY_to_NE,84,0.0
WY_to_SD,84,0.0
WY_to_UT,84,0.0
ME_CN_E_to_ME,84,0.0
ME_CN_E_to_CN_E,84,0.0
NH_CN_E_to_NH,84,0.0
NH_CN_E_to_CN_E,84,0.0
VT_CN_E_to_VT,84,0.0
NY_CN_E_to_NY,84,0.0
NY_CN_E_to_CN_E,84,0.0
MI_CN_E_to_MI,84,0.0
MI_CN_E_to_CN_E,84,0.0
MN_CN_W_to_MN,84,0.0
MN_CN_W_to_CN_W,84,0.0
ND_CN_W_to_ND,84,0.0
ND_CN_W_to_CN_W,84,0.0
MT_CN_W_to_MT,84,0.0
MT_CN_W_to_CN_W,84,0.0
ID_CN_W_to_ID,84,0.0
WA_CN_W_to_WA,84,0.0
WA_CN_W_to_CN_W,84,0.0
TX_MX_NE_to_TX,84,0.0
TX_MX_NE_to_MX_NE,84,0.0
AZ_MX_NW_to_MX_NW,84,0.0
CA_MX_NW_to_CA,84,0.0
CA_MX_NW_to_MX_NW,84,0.0
TX_MX_SS_to_MX_SS,84,0.0
MX_NE_to_TX_MX_NE,84,0.0
MX_NE_to_MX_NW,84,0.0
MX_NE_to_MX_IW,84,0.0
MX_NE_to_MX_SS,84,0.0
MX_NW_to_CA_MX_NW,84,0.0
MX_IW_to_MX_CE,84,0.0
MX_CE_to_MX_IW,84,0.0
MX_SS_to_MX_NE,84,0.0
MX_SS_to_MX_IW,84,0.0
MX_SS_to_MX_CE,84,0.0
CN_E_to_ME_CN_E,84,0.0
CN_E_to_NH_CN_E,84,0.0
CN_E_to_VT_CN_E,84,0.0
CN_E_to_NY_CN_E,84,0.0
CN_E_to_MI_CN_E,84,0.0
CN_W_to_MN_CN_W,84,0.0
CN_W_to_ND_CN_W,84,0.0
CN_W_to_MT_CN_W,84,0.0
CN_W_to_ID_CN_W,84,0.0
CN_W_to_WA_CN_W,84,0.0
CN_W_to_CN_E,84,0.0
AL_to_FL,85,0.0
AL_to_GA,85,0.0
AL_to_MS,85,0.0
AL_to_TN,85,0.0
AZ_to_CA,85,0.0
AZ_to_NV,85,0.0
AZ_to_AZ_MX_NW,85,0.0
AR_to_LA,85,0.0
AR_to_MS,85,0.0
AR_to_MO,85,0.0
AR_to_OK,85,0.0
AR_to_TX,85,0.0
CA_to_AZ,85,0.0
CA_to_NV,85,0.0
CA_to_CA_MX_NW,85,0.0
CO_to_KS,85,0.0
CO_to_NE,85,0.0
CO_to_NM,85,0.0
CO_to_OK,85,0.0
CO_to_UT,85,0.0
CO_to_WY,85,0.0
CT_to_MA,85,0.0
CT_to_NY,85,0.0
CT_to_RI,85,0.0
DE_to_MD,85,0.0
DE_to_NJ,85,0.0
GA_to_AL,85,0.0
GA_to_FL,85,0.0
GA_to_SC,85,0.0
GA_to_TN,85,0.0
ID_to_NV,85,0.0
ID_to_OR,85,0.0
ID_to_UT,85,0.0
ID_to_WA,85,0.0
ID_to_WY,85,0.0
IL_to_IN,85,0.0
IL_to_IA,85,0.0
IL_to_KY,85,0.0
IL_to_MO,85,0.0
IL_to_WI,85,0.0
IN_to_IL,85,0.0
IN_to_KY,85,0.0
IN_to_MI,85,0.0
IN_to_OH,85,0.0
IA_to_IL,85,0.0
IA_to_MN,85,0.0
IA_to_SD,85,0.0
KS_to_CO,85,0.0
KS_to_MO,85,0.0
KS_to_NE,85,0.0
KS_to_OK,85,0.0
KY_to_IL,85,0.0
KY_to_IN,85,0.0
KY_to_OH,85,0.0
KY_to_TN,85,0.0
KY_to_VA,85,0.0
KY_to_WV,85,0.0
LA_to_AR,85,0.0
LA_to_MS,85,0.0
LA_to_TX,85,0.0
ME_to_NH,85,0.0
ME_to_ME_CN_E,85,0.0
MD_to_DC,85,0.0
MD_to_DE,85,0.0
MD_to_PA,85,0.0
MD_to_VA,85,0.0
MD_to_WV,85,0.0
MA_to_CT,85,0.0
MA_to_NH,85,0.0
MA_to_RI,85,0.0
MI_to_IN,85,0.0
MI_to_OH,85,0.0
MI_to_WI,85,0.0
MI_to_MI_CN_E,85,0.0
MN_to_IA,85,0.0
MN_to_ND,85,0.0
MN_to_WI,85,0.0
MN_to_MN_CN_W,85,0.0
MS_to_AL,85,0.0
MS_to_AR,85,0.0
MS_to_LA,85,0.0
MS_to_TN,85,0.0
MO_to_AR,85,0.0
MO_to_IL,85,0.0
MO_to_IA,85,0.0
MT_to_ND,85,0.0
MT_to_WY,85,0.0
MT_to_MT_CN_W,85,0.0
NE_to_CO,85,0.0
NE_to_IA,85,0.0
NE_to_KS,85,0.0
NE_to_SD,85,0.0
NV_to_CA,85,0.0
NV_to_OR,85,0.0
NH_to_ME,85,0.0
NH_to_MA,85,0.0
NH_to_NH_CN_E,85,0.0
NJ_to_NY,85,0.0
NJ_to_PA,85,0.0
NM_to_AZ,85,0.0
NM_to_CO,85,0.0
NM_to_TX,85,0.0
NY_to_CT,85,0.0
NY_to_MA,85,0.0
NY_to_NJ,85,0.0
NY_to_PA,85,0.0
NY_to_NY_CN_E,85,0.0
NC_to_SC,85,0.0
NC_to_VA,85,0.0
ND_to_MN,85,0.0
ND_to_MT,85,0.0
ND_to_SD,85,0.0
ND_to_ND_CN_W,85,0.0
OH_to_IN,85,0.0
OH_to_KY,85,0.0
OH_to_MI,85,0.0
OH_to_PA,85,0.0
OH_to_WV,85,0.0
OK_to_AR,85,0.0
OK_to_CO,85,0.0
OK_to_KS,85,0.0
OK_to_MO,85,0.0
OK_to_TX,85,0.0
OR_to_CA,85,0.0
OR_to_ID,85,0.0
OR_to_WA,85,0.0
PA_to_DE,85,0.0
PA_to_MD,85,0.0
