Node,Day,Value
IA,82,-999.0
KS,82,-999.0
KY,82,-999.0
LA,82,-999.0
ME,82,-999.0
MD,82,-999.0
MA,82,-999.0
MI,82,-999.0
MN,82,-999.0
MS,82,-999.0
MO,82,-999.0
MT,82,-999.0
NE,82,-999.0
NV,82,-999.0
NH,82,-999.0
NJ,82,-999.0
NM,82,-999.0
NY,82,-999.0
NC,82,-999.0
ND,82,-999.0
OH,82,-999.0
OK,82,-999.0
OR,82,-999.0
PA,82,-999.0
RI,82,-999.0
SC,82,-999.0
SD,82,-999.0
TN,82,-999.0
TX,82,-999.0
UT,82,-999.0
VA,82,-999.0
VT,82,-999.0
WA,82,-999.0
WV,82,-999.0
WI,82,-999.0
WY,82,-999.0
ME_CN_E,82,-999.0
NH_CN_E,82,-999.0
VT_CN_E,82,-999.0
NY_CN_E,82,-999.0
MI_CN_E,82,-999.0
MN_CN_W,82,-999.0
ND_CN_W,82,-999.0
MT_CN_W,82,-999.0
ID_CN_W,82,-999.0
WA_CN_W,82,-999.0
TX_MX_NE,82,-999.0
AZ_MX_NW,82,-999.0
CA_MX_NW,82,-999.0
TX_MX_SS,82,-999.0
MX_NE,82,-999.0
MX_NW,82,-999.0
MX_IW,82,-999.0
MX_CE,82,-999.0
MX_SS,82,-999.0
CN_E,82,-999.0
CN_W,82,-999.0
AL,83,-999.0
AZ,83,-999.0
AR,83,-999.0
CA,83,-999.0
CO,83,-999.0
CT,83,-999.0
DC,83,-999.0
DE,83,-999.0
FL,83,-999.0
GA,83,-999.0
ID,83,-999.0
IL,83,-999.0
IN,83,-999.0
IA,83,-999.0
KS,83,-999.0
KY,83,-999.0
LA,83,-999.0
ME,83,-999.0
MD,83,-999.0
MA,83,-999.0
MI,83,-999.0
MN,83,-999.0
MS,83,-999.0
MO,83,-999.0
MT,83,-999.0
NE,83,-999.0
NV,83,-999.0
NH,83,-999.0
NJ,83,-999.0
NM,83,-999.0
NY,83,-999.0
NC,83,-999.0
ND,83,-999.0
OH,83,-999.0
OK,83,-999.0
OR,83,-999.0
PA,83,-999.0
RI,83,-999.0
SC,83,-999.0
SD,83,-999.0
TN,83,-999.0
TX,83,-999.0
UT,83,-999.0
VA,83,-999.0
VT,83,-999.0
WA,83,-999.0
WV,83,-999.0
WI,83,-999.0
WY,83,-999.0
ME_CN_E,83,-999.0
NH_CN_E,83,-999.0
VT_CN_E,83,-999.0
NY_CN_E,83,-999.0
MI_CN_E,83,-999.0
MN_CN_W,83,-999.0
ND_CN_W,83,-999.0
MT_CN_W,83,-999.0
ID_CN_W,83,-999.0
WA_CN_W,83,-999.0
TX_MX_NE,83,-999.0
AZ_MX_NW,83,-999.0
CA_MX_NW,83,-999.0
TX_MX_SS,83,-999.0
MX_NE,83,-999.0
MX_NW,83,-999.0
MX_IW,83,-999.0
MX_CE,83,-999.0
MX_SS,83,-999.0
CN_E,83,-999.0
CN_W,83,-999.0
AL,84,-999.0
AZ,84,-999.0
AR,84,-999.0
CA,84,-999.0
CO,84,-999.0
CT,84,-999.0
DC,84,-999.0
DE,84,-999.0
FL,84,-999.0
GA,84,-999.0
ID,84,-999.0
IL,84,-999.0
IN,84,-999.0
IA,84,-999.0
KS,84,-999.0
KY,84,-999.0
LA,84,-999.0
ME,84,-999.0
MD,84,-999.0
MA,84,-999.0
MI,84,-999.0
MN,84,-999.0
MS,84,-999.0
MO,84,-999.0
MT,84,-999.0
NE,84,-999.0
NV,84,-999.0
NH,84,-999.0
NJ,84,-999.0
NM,84,-999.0
NY,84,-999.0
NC,84,-999.0
ND,84,-999.0
OH,84,-999.0
OK,84,-999.0
OR,84,-999.0
PA,84,-999.0
RI,84,-999.0
SC,84,-999.0
SD,84,-999.0
TN,84,-999.0
TX,84,-999.0
UT,84,-999.0
VA,84,-999.0
VT,84,-999.0
WA,84,-999.0
WV,84,-999.0
WI,84,-999.0
WY,84,-999.0
ME_CN_E,84,-999.0
NH_CN_E,84,-999.0
VT_CN_E,84,-999.0
NY_CN_E,84,-999.0
MI_CN_E,84,-999.0
MN_CN_W,84,-999.0
ND_CN_W,84,-999.0
MT_CN_W,84,-999.0
ID_CN_W,84,-999.0
WA_CN_W,84,-999.0
TX_MX_NE,84,-999.0
AZ_MX_NW,84,-999.0
CA_MX_NW,84,-999.0
TX_MX_SS,84,-999.0
MX_NE,84,-999.0
MX_NW,84,-999.0
MX_IW,84,-999.0
MX_CE,84,-999.0
MX_SS,84,-999.0
CN_E,84,-999.0
CN_W,84,-999.0
AL,85,-999.0
AZ,85,-999.0
AR,85,-999.0
CA,85,-999.0
CO,85,-999.0
CT,85,-999.0
DC,85,-999.0
DE,85,-999.0
FL,85,-999.0
GA,85,-999.0
ID,85,-999.0
IL,85,-999.0
IN,85,-999.0
IA,85,-999.0
KS,85,-999.0
KY,85,-999.0
LA,85,-999.0
ME,85,-999.0
MD,85,-999.0
MA,85,-999.0
MI,85,-999.0
MN,85,-999.0
MS,85,-999.0
MO,85,-999.0
MT,85,-999.0
NE,85,-999.0
NV,85,-999.0
NH,85,-999.0
NJ,85,-999.0
NM,85,-999.0
NY,85,-999.0
NC,85,-999.0
ND,85,-999.0
OH,85,-999.0
OK,85,-999.0
OR,85,-999.0
PA,85,-999.0
RI,85,-999.0
SC,85,-999.0
SD,85,-999.0
TN,85,-999.0
TX,85,-999.0
UT,85,-999.0
VA,85,-999.0
VT,85,-999.0
WA,85,-999.0
WV,85,-999.0
WI,85,-999.0
WY,85,-999.0
ME_CN_E,85,-999.0
NH_CN_E,85,-999.0
VT_CN_E,85,-999.0
NY_CN_E,85,-999.0
MI_CN_E,85,-999.0
MN_CN_W,85,-999.0
ND_CN_W,85,-999.0
MT_CN_W,85,-999.0
ID_CN_W,85,-999.0
WA_CN_W,85,-999.0
TX_MX_NE,85,-999.0
AZ_MX_NW,85,-999.0
CA_MX_NW,85,-999.0
TX_MX_SS,85,-999.0
MX_NE,85,-999.0
MX_NW,85,-999.0
MX_IW,85,-999.0
MX_CE,85,-999.0
MX_SS,85,-999.0
CN_E,85,-999.0
CN_W,85,-999.0
AL,86,-999.0
AZ,86,-999.0
AR,86,-999.0
CA,86,-999.0
CO,86,-999.0
CT,86,-999.0
DC,86,-999.0
DE,86,-999.0
FL,86,-999.0
GA,86,-999.0
ID,86,-999.0
IL,86,-999.0
IN,86,-999.0
IA,86,-999.0
KS,86,-999.0
KY,86,-999.0
LA,86,-999.0
ME,86,-999.0
MD,86,-999.0
MA,86,-999.0
MI,86,-999.0
MN,86,-999.0
MS,86,-999.0
MO,86,-999.0
MT,86,-999.0
NE,86,-999.0
NV,86,-999.0
NH,86,-999.0
NJ,86,-999.0
NM,86,-999.0
NY,86,-999.0
NC,86,-999.0
ND,86,-999.0
OH,86,-999.0
OK,86,-999.0
OR,86,-999.0
PA,86,-999.0
RI,86,-999.0
SC,86,-999.0
SD,86,-999.0
TN,86,-999.0
TX,86,-999.0
UT,86,-999.0
VA,86,-999.0
VT,86,-999.0
WA,86,-999.0
WV,86,-999.0
WI,86,-999.0
WY,86,-999.0
ME_CN_E,86,-999.0
NH_CN_E,86,-999.0
VT_CN_E,86,-999.0
NY_CN_E,86,-999.0
MI_CN_E,86,-999.0
MN_CN_W,86,-999.0
ND_CN_W,86,-999.0
MT_CN_W,86,-999.0
ID_CN_W,86,-999.0
WA_CN_W,86,-999.0
TX_MX_NE,86,-999.0
AZ_MX_NW,86,-999.0
CA_MX_NW,86,-999.0
TX_MX_SS,86,-999.0
MX_NE,86,-999.0
MX_NW,86,-999.0
MX_IW,86,-999.0
MX_CE,86,-999.0
MX_SS,86,-999.0
CN_E,86,-999.0
CN_W,86,-999.0
AL,87,-999.0
AZ,87,-999.0
AR,87,-999.0
CA,87,-999.0
CO,87,-999.0
CT,87,-999.0
DC,87,-999.0
DE,87,-999.0
FL,87,-999.0
GA,87,-999.0
ID,87,-999.0
IL,87,-999.0
IN,87,-999.0
IA,87,-999.0
KS,87,-999.0
KY,87,-999.0
LA,87,-999.0
ME,87,-999.0
MD,87,-999.0
MA,87,-999.0
MI,87,-999.0
MN,87,-999.0
MS,87,-999.0
MO,87,-999.0
MT,87,-999.0
NE,87,-999.0
NV,87,-999.0
NH,87,-999.0
NJ,87,-999.0
NM,87,-999.0
NY,87,-999.0
NC,87,-999.0
ND,87,-999.0
OH,87,-999.0
OK,87,-999.0
OR,87,-999.0
PA,87,-999.0
RI,87,-999.0
SC,87,-999.0
SD,87,-999.0
TN,87,-999.0
TX,87,-999.0
UT,87,-999.0
VA,87,-999.0
VT,87,-999.0
WA,87,-999.0
WV,87,-999.0
WI,87,-999.0
WY,87,-999.0
ME_CN_E,87,-999.0
NH_CN_E,87,-999.0
VT_CN_E,87,-999.0
NY_CN_E,87,-999.0
MI_CN_E,87,-999.0
MN_CN_W,87,-999.0
ND_CN_W,87,-999.0
MT_CN_W,87,-999.0
ID_CN_W,87,-999.0
WA_CN_W,87,-999.0
TX_MX_NE,87,-999.0
AZ_MX_NW,87,-999.0
CA_MX_NW,87,-999.0
TX_MX_SS,87,-999.0
MX_NE,87,-999.0
MX_NW,87,-999.0
MX_IW,87,-999.0
MX_CE,87,-999.0
MX_SS,87,-999.0
CN_E,87,-999.0
CN_W,87,-999.0
AL,88,-999.0
AZ,88,-999.0
AR,88,-999.0
CA,88,-999.0
CO,88,-999.0
CT,88,-999.0
DC,88,-999.0
DE,88,-999.0
FL,88,-999.0
GA,88,-999.0
ID,88,-999.0
IL,88,-999.0
IN,88,-999.0
IA,88,-999.0
KS,88,-999.0
KY,88,-999.0
LA,88,-999.0
ME,88,-999.0
MD,88,-999.0
MA,88,-999.0
MI,88,-999.0
MN,88,-999.0
MS,88,-999.0
MO,88,-999.0
MT,88,-999.0
NE,88,-999.0
NV,88,-999.0
NH,88,-999.0
NJ,88,-999.0
NM,88,-999.0
NY,88,-999.0
NC,88,-999.0
ND,88,-999.0
OH,88,-999.0
OK,88,-999.0
OR,88,-999.0
PA,88,-999.0
RI,88,-999.0
SC,88,-999.0
SD,88,-999.0
TN,88,-999.0
TX,88,-999.0
UT,88,-999.0
VA,88,-999.0
VT,88,-999.0
WA,88,-999.0
WV,88,-999.0
WI,88,-999.0
WY,88,-999.0
ME_CN_E,88,-999.0
NH_CN_E,88,-999.0
VT_CN_E,88,-999.0
NY_CN_E,88,-999.0
MI_CN_E,88,-999.0
MN_CN_W,88,-999.0
ND_CN_W,88,-999.0
MT_CN_W,88,-999.0
ID_CN_W,88,-999.0
WA_CN_W,88,-999.0
TX_MX_NE,88,-999.0
AZ_MX_NW,88,-999.0
CA_MX_NW,88,-999.0
TX_MX_SS,88,-999.0
MX_NE,88,-999.0
MX_NW,88,-999.0
MX_IW,88,-999.0
MX_CE,88,-999.0
MX_SS,88,-999.0
CN_E,88,-999.0
CN_W,88,-999.0
AL,89,-999.0
AZ,89,-999.0
AR,89,-999.0
CA,89,-999.0
CO,89,-999.0
CT,89,-999.0
DC,89,-999.0
DE,89,-999.0
FL,89,-999.0
GA,89,-999.0
ID,89,-999.0
IL,89,-999.0
IN,89,-999.0
IA,89,-999.0
KS,89,-999.0
KY,89,-999.0
LA,89,-999.0
ME,89,-999.0
MD,89,-999.0
MA,89,-999.0
MI,89,-999.0
MN,89,-999.0
MS,89,-999.0
MO,89,-999.0
MT,89,-999.0
NE,89,-999.0
NV,89,-999.0
NH,89,-999.0
NJ,89,-999.0
NM,89,-999.0
NY,89,-999.0
NC,89,-999.0
ND,89,-999.0
OH,89,-999.0
OK,89,-999.0
OR,89,-999.0
PA,89,-999.0
RI,89,-999.0
SC,89,-999.0
SD,89,-999.0
TN,89,-999.0
TX,89,-999.0
UT,89,-999.0
VA,89,-999.0
VT,89,-999.0
WA,89,-999.0
WV,89,-999.0
WI,89,-999.0
WY,89,-999.0
ME_CN_E,89,-999.0
NH_CN_E,89,-999.0
VT_CN_E,89,-999.0
NY_CN_E,89,-999.0
MI_CN_E,89,-999.0
MN_CN_W,89,-999.0
ND_CN_W,89,-999.0
MT_CN_W,89,-999.0
ID_CN_W,89,-999.0
WA_CN_W,89,-999.0
TX_MX_NE,89,-999.0
AZ_MX_NW,89,-999.0
CA_MX_NW,89,-999.0
TX_MX_SS,89,-999.0
MX_NE,89,-999.0
MX_NW,89,-999.0
MX_IW,89,-999.0
MX_CE,89,-999.0
MX_SS,89,-999.0
CN_E,89,-999.0
CN_W,89,-999.0
AL,90,-999.0
AZ,90,-999.0
AR,90,-999.0
CA,90,-999.0
CO,90,-999.0
CT,90,-999.0
DC,90,-999.0
DE,90,-999.0
FL,90,-999.0
GA,90,-999.0
ID,90,-999.0
IL,90,-999.0
IN,90,-999.0
IA,90,-999.0
KS,90,-999.0
KY,90,-999.0
LA,90,-999.0
ME,90,-999.0
MD,90,-999.0
MA,90,-999.0
MI,90,-999.0
MN,90,-999.0
MS,90,-999.0
MO,90,-999.0
MT,90,-999.0
NE,90,-999.0
NV,90,-999.0
NH,90,-999.0
NJ,90,-999.0
NM,90,-999.0
NY,90,-999.0
NC,90,-999.0
ND,90,-999.0
OH,90,-999.0
OK,90,-999.0
OR,90,-999.0
PA,90,-999.0
RI,90,-999.0
SC,90,-999.0
SD,90,-999.0
TN,90,-999.0
TX,90,-999.0
UT,90,-999.0
VA,90,-999.0
VT,90,-999.0
WA,90,-999.0
WV,90,-999.0
WI,90,-999.0
WY,90,-999.0
ME_CN_E,90,-999.0
NH_CN_E,90,-999.0
VT_CN_E,90,-999.0
NY_CN_E,90,-999.0
MI_CN_E,90,-999.0
MN_CN_W,90,-999.0
ND_CN_W,90,-999.0
MT_CN_W,90,-999.0
ID_CN_W,90,-999.0
WA_CN_W,90,-999.0
TX_MX_NE,90,-999.0
AZ_MX_NW,90,-999.0
CA_MX_NW,90,-999.0
TX_MX_SS,90,-999.0
MX_NE,90,-999.0
MX_NW,90,-999.0
MX_IW,90,-999.0
MX_CE,90,-999.0
MX_SS,90,-999.0
CN_E,90,-999.0
CN_W,90,-999.0
AL,91,0.0
AZ,91,0.0
AR,91,0.0
CA,91,0.0
CO,91,0.0
CT,91,4.410000000000001
DC,91,0.06
DE,91,0.15000000000000002
FL,91,0.0
GA,91,0.4
ID,91,0.18
IL,91,0.0
IN,91,0.0
IA,91,0.060000000000000005
KS,91,0.0
KY,91,0.0
LA,91,0.0
ME,91,4.4
MD,91,0.0
MA,91,4.630000000000001
MI,91,0.0
MN,91,0.05
MS,91,0.0
MO,91,0.05
MT,91,0.0
NE,91,0.0
NV,91,0.03
NH,91,4.430000000000001
NJ,91,0.2
NM,91,0.0
NY,91,0.0
NC,91,0.5
ND,91,0.0
OH,91,0.0
OK,91,0.0
OR,91,0.0
PA,91,0.0
RI,91,4.610000000000001
SC,91,0.5
SD,91,0.0
TN,91,0.0
TX,91,0.0
UT,91,0.0
VA,91,0.0
VT,91,1.48
WA,91,0.22999999999999998
WV,91,0.0
WI,91,0.05
WY,91,0.0
ME_CN_E,91,4.28
NH_CN_E,91,2.9300000000000006
VT_CN_E,91,1.28
NY_CN_E,91,0.08000000000000002
MI_CN_E,91,0.08
MN_CN_W,91,0.020000000000000004
ND_CN_W,91,0.0
MT_CN_W,91,0.0
ID_CN_W,91,0.15
WA_CN_W,91,0.19999999999999998
TX_MX_NE,91,0.0
AZ_MX_NW,91,-0.36
CA_MX_NW,91,0.0
TX_MX_SS,91,0.0
MX_NE,91,0.0
MX_NW,91,-0.18
MX_IW,91,0.0
MX_CE,91,-0.0
MX_SS,91,0.0
CN_E,91,0.28
CN_W,91,0.0
AL,92,0.0
AZ,92,0.0
AR,92,0.0
CA,92,0.0
CO,92,0.0
CT,92,4.5
DC,92,0.06
DE,92,0.15000000000000002
FL,92,0.0
GA,92,0.4
ID,92,0.18
IL,92,0.0
IN,92,0.0
IA,92,0.060000000000000005
KS,92,0.0
KY,92,0.0
LA,92,0.0
ME,92,4.489999999999999
MD,92,0.0
MA,92,4.72
MI,92,0.0
MN,92,0.05
MS,92,0.0
MO,92,0.05
MT,92,0.0
NE,92,0.0
NV,92,0.03
NH,92,4.52
NJ,92,0.2
NM,92,0.0
NY,92,0.0
NC,92,0.5
ND,92,0.0
OH,92,0.0
OK,92,0.0
OR,92,0.0
PA,92,0.0
RI,92,4.7
SC,92,0.5
SD,92,0.0
TN,92,0.0
TX,92,0.0
UT,92,0.0
VA,92,0.0
VT,92,1.48
WA,92,0.22999999999999998
WV,92,0.0
WI,92,0.05
WY,92,0.0
ME_CN_E,92,4.28
NH_CN_E,92,3.0199999999999996
VT_CN_E,92,1.28
NY_CN_E,92,0.08000000000000002
MI_CN_E,92,0.08
MN_CN_W,92,0.020000000000000004
ND_CN_W,92,0.0
MT_CN_W,92,0.0
ID_CN_W,92,0.15
WA_CN_W,92,0.19999999999999998
TX_MX_NE,92,0.0
AZ_MX_NW,92,-0.36
CA_MX_NW,92,0.0
TX_MX_SS,92,0.0
MX_NE,92,0.0
MX_NW,92,-0.18
MX_IW,92,0.0
MX_CE,92,-0.0
MX_SS,92,0.0
CN_E,92,0.28
CN_W,92,0.0
AL,93,0.0
AZ,93,0.0
AR,93,0.0
CA,93,0.0
CO,93,0.0
CT,93,2.78
DC,93,0.05
DE,93,0.15000000000000002
FL,93,0.0
GA,93,0.4
ID,93,0.18
IL,93,0.0
IN,93,0.0
IA,93,0.060000000000000005
KS,93,0.0
KY,93,0.0
LA,93,0.0
ME,93,2.77
MD,93,0.0
MA,93,3.0
MI,93,0.0
MN,93,0.05
MS,93,0.0
MO,93,0.05
MT,93,0.0
NE,93,0.0
NV,93,0.03
NH,93,2.8
NJ,93,0.2
NM,93,0.0
NY,93,0.0
NC,93,0.5
ND,93,0.0
OH,93,0.0
OK,93,0.0
OR,93,0.0
PA,93,0.0
RI,93,2.98
SC,93,0.5
SD,93,0.0
TN,93,0.0
TX,93,0.0
UT,93,0.0
VA,93,0.0
VT,93,1.48
WA,93,0.22999999999999998
WV,93,0.0
WI,93,0.05
WY,93,0.0
ME_CN_E,93,2.65
NH_CN_E,93,1.2999999999999998
VT_CN_E,93,1.28
NY_CN_E,93,0.08000000000000002
MI_CN_E,93,0.08
MN_CN_W,93,0.020000000000000004
ND_CN_W,93,0.0
MT_CN_W,93,0.0
ID_CN_W,93,0.15
WA_CN_W,93,0.19999999999999998
TX_MX_NE,93,0.0
AZ_MX_NW,93,-0.36
CA_MX_NW,93,0.0
TX_MX_SS,93,0.0
MX_NE,93,0.0
MX_NW,93,-0.18
MX_IW,93,0.0
MX_CE,93,-0.0
MX_SS,93,0.0
CN_E,93,0.28
CN_W,93,0.0
AL,94,0.0
AZ,94,0.0
AR,94,0.0
CA,94,0.0
CO,94,0.0
CT,94,4.410000000000001
DC,94,0.05
DE,94,0.15000000000000002
FL,94,0.0
GA,94,0.4
ID,94,0.18
IL,94,0.0
IN,94,0.0
IA,94,0.060000000000000005
KS,94,0.0
KY,94,0.0
LA,94,0.0
ME,94,4.4
MD,94,0.0
MA,94,4.630000000000001
MI,94,0.0
MN,94,0.05
MS,94,0.0
MO,94,0.05
MT,94,0.0
NE,94,0.0
NV,94,0.03
NH,94,4.430000000000001
NJ,94,0.2
NM,94,0.0
NY,94,0.0
NC,94,0.5
ND,94,0.0
OH,94,0.0
OK,94,0.0
OR,94,0.0
PA,94,0.0
RI,94,4.610000000000001
SC,94,0.5
SD,94,0.0
TN,94,0.0
TX,94,0.0
UT,94,0.0
VA,94,0.0
VT,94,1.48
WA,94,0.22999999999999998
WV,94,0.0
WI,94,0.05
WY,94,0.0
ME_CN_E,94,4.28
NH_CN_E,94,2.9300000000000006
VT_CN_E,94,1.28
NY_CN_E,94,0.08000000000000002
MI_CN_E,94,0.08
MN_CN_W,94,0.020000000000000004
ND_CN_W,94,0.0
MT_CN_W,94,0.0
ID_CN_W,94,0.15
WA_CN_W,94,0.19999999999999998
TX_MX_NE,94,0.0
AZ_MX_NW,94,-0.36
CA_MX_NW,94,0.0
TX_MX_SS,94,0.0
MX_NE,94,0.0
MX_NW,94,-0.18
MX_IW,94,0.0
MX_CE,94,-0.0
MX_SS,94,0.0
CN_E,94,0.28
CN_W,94,0.0
AL,95,0.0
AZ,95,0.0
AR,95,0.0
CA,95,0.0
CO,95,0.0
CT,95,4.5
DC,95,0.05
DE,95,0.15000000000000002
FL,95,0.0
GA,95,0.4
ID,95,0.18
IL,95,0.0
IN,95,0.0
IA,95,0.060000000000000005
KS,95,0.0
KY,95,0.0
LA,95,0.0
ME,95,4.489999999999999
MD,95,0.0
MA,95,4.72
MI,95,0.0
MN,95,0.05
MS,95,0.0
MO,95,0.05
MT,95,0.0
NE,95,0.0
NV,95,0.03
NH,95,4.52
NJ,95,0.2
NM,95,0.0
NY,95,0.0
NC,95,0.5
ND,95,0.0
OH,95,0.0
OK,95,0.0
OR,95,0.0
PA,95,0.0
RI,95,4.7
SC,95,0.5
SD,95,0.0
TN,95,0.0
TX,95,0.0
UT,95,0.0
VA,95,0.0
VT,95,1.48
WA,95,0.22999999999999998
WV,95,0.0
WI,95,0.05
WY,95,0.0
ME_CN_E,95,4.28
NH_CN_E,95,3.0199999999999996
VT_CN_E,95,1.28
NY_CN_E,95,0.08000000000000002
MI_CN_E,95,0.08
MN_CN_W,95,0.020000000000000004
ND_CN_W,95,0.0
MT_CN_W,95,0.0
ID_CN_W,95,0.15
WA_CN_W,95,0.19999999999999998
TX_MX_NE,95,0.0
AZ_MX_NW,95,-0.36
CA_MX_NW,95,0.0
TX_MX_SS,95,0.0
MX_NE,95,0.0
MX_NW,95,-0.18
MX_IW,95,0.0
MX_CE,95,-0.0
MX_SS,95,0.0
CN_E,95,0.28
CN_W,95,0.0
AL,96,0.0
AZ,96,0.0
AR,96,0.0
CA,96,0.0
CO,96,0.0
CT,96,2.41
DC,96,0.05
DE,96,0.12000000000000001
FL,96,0.0
GA,96,0.4
ID,96,0.18
IL,96,0.0
IN,96,0.0
IA,96,0.05
KS,96,0.0
KY,96,0.0
LA,96,0.0
ME,96,2.4000000000000004
MD,96,0.0
MA,96,2.6300000000000003
MI,96,0.0
MN,96,0.05
MS,96,0.0
MO,96,0.05
MT,96,0.0
NE,96,0.0
NV,96,0.03
NH,96,2.43
NJ,96,0.2
NM,96,0.0
NY,96,0.0
NC,96,0.45
ND,96,0.0
OH,96,0.0
OK,96,0.0
OR,96,0.0
PA,96,0.0
RI,96,2.6100000000000003
SC,96,0.5
SD,96,0.0
TN,96,0.0
TX,96,0.0
UT,96,0.0
VA,96,0.0
VT,96,0.98
WA,96,0.22999999999999998
WV,96,0.0
WI,96,0.05
WY,96,0.0
ME_CN_E,96,2.2800000000000002
NH_CN_E,96,0.98
VT_CN_E,96,0.78
NY_CN_E,96,0.08000000000000002
MI_CN_E,96,0.08
MN_CN_W,96,0.020000000000000004
ND_CN_W,96,0.0
MT_CN_W,96,0.0
ID_CN_W,96,0.15
WA_CN_W,96,0.19999999999999998
TX_MX_NE,96,0.0
AZ_MX_NW,96,-0.36
CA_MX_NW,96,0.0
TX_MX_SS,96,0.0
MX_NE,96,0.0
MX_NW,96,-0.18
MX_IW,96,0.0
MX_CE,96,-0.0
MX_SS,96,0.0
CN_E,96,0.28
CN_W,96,0.0
AL,97,0.0
AZ,97,0.0
AR,97,0.0
CA,97,0.0
CO,97,0.0
CT,97,2.2300000000000004
DC,97,0.05
DE,97,0.12000000000000001
FL,97,0.0
GA,97,0.4
ID,97,0.18
IL,97,0.0
IN,97,0.0
IA,97,0.05
KS,97,0.0
KY,97,0.0
LA,97,0.0
ME,97,2.4000000000000004
MD,97,0.0
MA,97,2.6300000000000003
MI,97,0.0
MN,97,0.05
MS,97,0.0
MO,97,0.05
MT,97,0.0
NE,97,0.0
NV,97,0.03
NH,97,2.43
NJ,97,0.2
NM,97,0.0
NY,97,0.0
NC,97,0.45
ND,97,0.0
OH,97,0.0
OK,97,0.0
OR,97,0.0
PA,97,0.0
RI,97,2.6100000000000003
SC,97,0.5
SD,97,0.0
TN,97,0.0
TX,97,0.0
UT,97,0.0
VA,97,0.0
VT,97,0.98
WA,97,0.22999999999999998
WV,97,0.0
WI,97,0.04
WY,97,0.0
ME_CN_E,97,2.2800000000000002
NH_CN_E,97,0.98
VT_CN_E,97,0.78
NY_CN_E,97,0.08000000000000002
MI_CN_E,97,0.08
MN_CN_W,97,0.020000000000000004
ND_CN_W,97,0.0
MT_CN_W,97,0.0
ID_CN_W,97,0.15
WA_CN_W,97,0.19999999999999998
TX_MX_NE,97,0.0
AZ_MX_NW,97,-0.33999999999999997
CA_MX_NW,97,0.02
TX_MX_SS,97,0.0
MX_NE,97,0.0
MX_NW,97,-0.16
MX_IW,97,0.0
MX_CE,97,-0.0
MX_SS,97,0.0
CN_E,97,0.28
CN_W,97,0.0
AL,98,0.0
AZ,98,0.0
AR,98,0.0
CA,98,0.0
CO,98,0.0
CT,98,2.78
DC,98,0.05
DE,98,0.12000000000000001
FL,98,0.0
GA,98,0.4
ID,98,0.18
IL,98,0.0
IN,98,0.0
IA,98,0.05
KS,98,0.0
KY,98,0.0
LA,98,0.0
ME,98,2.77
MD,98,0.0
MA,98,3.0
MI,98,0.0
MN,98,0.05
MS,98,0.0
MO,98,0.05
MT,98,0.0
NE,98,0.0
NV,98,0.03
NH,98,2.8
NJ,98,0.2
NM,98,0.0
NY,98,0.0
NC,98,0.45
ND,98,0.0
OH,98,0.0
OK,98,0.0
OR,98,0.0
PA,98,0.0
RI,98,2.98
SC,98,0.5
SD,98,0.0
TN,98,0.0
TX,98,0.0
UT,98,0.0
VA,98,0.0
VT,98,1.48
WA,98,0.22999999999999998
WV,98,0.0
WI,98,0.04
WY,98,0.0
ME_CN_E,98,2.65
NH_CN_E,98,1.2999999999999998
VT_CN_E,98,1.28
NY_CN_E,98,0.08000000000000002
MI_CN_E,98,0.08
MN_CN_W,98,0.020000000000000004
ND_CN_W,98,0.0
MT_CN_W,98,0.0
ID_CN_W,98,0.15
WA_CN_W,98,0.19999999999999998
TX_MX_NE,98,0.0
AZ_MX_NW,98,-0.36
CA_MX_NW,98,0.0
TX_MX_SS,98,0.0
MX_NE,98,0.0
MX_NW,98,-0.18
MX_IW,98,0.0
MX_CE,98,-0.0
MX_SS,98,0.0
CN_E,98,0.28
CN_W,98,0.0
AL,99,0.0
AZ,99,0.0
AR,99,0.0
CA,99,0.0
CO,99,0.0
CT,99,4.410000000000001
DC,99,0.05
DE,99,0.15000000000000002
FL,99,0.0
GA,99,0.4
ID,99,0.18
IL,99,0.0
IN,99,0.0
IA,99,0.05
KS,99,0.0
KY,99,0.0
LA,99,0.0
ME,99,4.4
MD,99,0.0
MA,99,4.630000000000001
MI,99,0.0
MN,99,0.05
MS,99,0.0
MO,99,0.05
MT,99,0.0
NE,99,0.0
NV,99,0.03
NH,99,4.430000000000001
NJ,99,0.2
NM,99,0.0
NY,99,0.0
NC,99,0.45
ND,99,0.0
OH,99,0.0
OK,99,0.0
OR,99,0.0
PA,99,0.0
RI,99,4.610000000000001
SC,99,0.5
SD,99,0.0
TN,99,0.0
TX,99,0.0
UT,99,0.0
VA,99,0.0
VT,99,1.48
WA,99,0.22999999999999998
WV,99,0.0
WI,99,0.05
WY,99,0.0
ME_CN_E,99,4.28
NH_CN_E,99,2.9300000000000006
VT_CN_E,99,1.28
NY_CN_E,99,0.08000000000000002
MI_CN_E,99,0.08
MN_CN_W,99,0.020000000000000004
ND_CN_W,99,0.0
MT_CN_W,99,0.0
ID_CN_W,99,0.15
WA_CN_W,99,0.19999999999999998
TX_MX_NE,99,0.0
AZ_MX_NW,99,-0.36
CA_MX_NW,99,0.0
TX_MX_SS,99,0.0
MX_NE,99,0.0
MX_NW,99,-0.18
MX_IW,99,0.0
MX_CE,99,-0.0
MX_SS,99,0.0
CN_E,99,0.28
CN_W,99,0.0
