Node,Day,Value
AZ,173,0.0
AR,173,0.0
CA,173,0.0
CO,173,0.0
CT,173,1.5
DC,173,0.05
DE,173,0.12000000000000001
FL,173,0.0
GA,173,0.4
ID,173,0.15000000000000002
IL,173,0.0
IN,173,0.0
IA,173,0.05
KS,173,0.0
KY,173,0.0
LA,173,0.0
ME,173,1.45
MD,173,0.0
MA,173,1.68
MI,173,0.0
MN,173,0.05
MS,173,0.0
MO,173,0.05
MT,173,0.0
NE,173,0.0
NV,173,0.03
NH,173,1.48
NJ,173,0.2
NM,173,0.0
NY,173,0.0
NC,173,0.45
ND,173,0.0
OH,173,0.0
OK,173,0.0
OR,173,0.0
PA,173,0.0
RI,173,1.7
SC,173,0.5
SD,173,0.0
TN,173,0.0
TX,173,0.0
UT,173,0.0
VA,173,0.0
VT,173,0.4
WA,173,0.2
WV,173,0.0
WI,173,0.02
WY,173,0.0
ME_CN_E,173,1.33
NH_CN_E,173,0.73
VT_CN_E,173,0.38
NY_CN_E,173,0.08000000000000002
MI_CN_E,173,0.08
MN_CN_W,173,0.020000000000000004
ND_CN_W,173,0.0
MT_CN_W,173,0.0
ID_CN_W,173,0.12000000000000002
WA_CN_W,173,0.17
TX_MX_NE,173,0.0
AZ_MX_NW,173,-0.36
CA_MX_NW,173,0.0
TX_MX_SS,173,0.0
MX_NE,173,0.0
MX_NW,173,-0.18
MX_IW,173,0.0
MX_CE,173,-0.0
MX_SS,173,0.0
CN_E,173,0.28
CN_W,173,0.0
AL,174,0.0
AZ,174,0.0
AR,174,0.0
CA,174,0.0
CO,174,0.0
CT,174,1.3
DC,174,0.05
DE,174,0.12000000000000001
FL,174,0.0
GA,174,0.4
ID,174,0.15000000000000002
IL,174,0.0
IN,174,0.0
IA,174,0.05
KS,174,0.0
KY,174,0.0
LA,174,0.0
ME,174,1.3699999999999999
MD,174,0.0
MA,174,1.5
MI,174,0.0
MN,174,0.05
MS,174,0.0
MO,174,0.05
MT,174,0.0
NE,174,0.0
NV,174,0.03
NH,174,1.4
NJ,174,0.2
NM,174,0.0
NY,174,0.0
NC,174,0.45
ND,174,0.0
OH,174,0.0
OK,174,0.0
OR,174,0.0
PA,174,0.0
RI,174,1.5
SC,174,0.5
SD,174,0.0
TN,174,0.0
TX,174,0.0
UT,174,0.0
VA,174,0.0
VT,174,0.37
WA,174,0.2
WV,174,0.0
WI,174,0.02
WY,174,0.0
ME_CN_E,174,1.25
NH_CN_E,174,0.6499999999999999
VT_CN_E,174,0.35
NY_CN_E,174,0.05
MI_CN_E,174,0.04999999999999999
MN_CN_W,174,0.020000000000000004
ND_CN_W,174,0.0
MT_CN_W,174,0.0
ID_CN_W,174,0.12000000000000002
WA_CN_W,174,0.17
TX_MX_NE,174,0.0
AZ_MX_NW,174,-0.33999999999999997
CA_MX_NW,174,0.02
TX_MX_SS,174,0.0
MX_NE,174,0.0
MX_NW,174,-0.16
MX_IW,174,0.0
MX_CE,174,-0.0
MX_SS,174,0.0
CN_E,174,0.25
CN_W,174,0.0
AL,175,0.0
AZ,175,0.0
AR,175,0.0
CA,175,0.0
CO,175,0.0
CT,175,1.3
DC,175,0.05
DE,175,0.15000000000000002
FL,175,0.0
GA,175,0.4
ID,175,0.18
IL,175,0.0
IN,175,0.0
IA,175,0.05
KS,175,0.0
KY,175,0.0
LA,175,0.0
ME,175,1.37
MD,175,0.0
MA,175,1.5
MI,175,0.0
MN,175,0.05
MS,175,0.0
MO,175,0.05
MT,175,0.0
NE,175,0.0
NV,175,0.03
NH,175,1.4000000000000001
NJ,175,0.2
NM,175,0.0
NY,175,0.0
NC,175,0.45
ND,175,0.0
OH,175,0.0
OK,175,0.0
OR,175,0.0
PA,175,0.0
RI,175,1.5
SC,175,0.5
SD,175,0.0
TN,175,0.0
TX,175,0.0
UT,175,0.0
VA,175,0.0
VT,175,0.37
WA,175,0.22999999999999998
WV,175,0.0
WI,175,0.02
WY,175,0.0
ME_CN_E,175,1.25
NH_CN_E,175,0.6500000000000001
VT_CN_E,175,0.35
NY_CN_E,175,0.05
MI_CN_E,175,0.04999999999999999
MN_CN_W,175,0.020000000000000004
ND_CN_W,175,0.0
MT_CN_W,175,0.0
ID_CN_W,175,0.15
WA_CN_W,175,0.19999999999999998
TX_MX_NE,175,0.0
AZ_MX_NW,175,-0.36
CA_MX_NW,175,0.0
TX_MX_SS,175,0.0
MX_NE,175,0.0
MX_NW,175,-0.18
MX_IW,175,0.0
MX_CE,175,-0.0
MX_SS,175,0.0
CN_E,175,0.25
CN_W,175,0.0
AL,176,0.0
AZ,176,0.0
AR,176,0.0
CA,176,0.0
CO,176,0.0
CT,176,1.3
DC,176,0.05
DE,176,0.15000000000000002
FL,176,0.0
GA,176,0.4
ID,176,0.18
IL,176,0.0
IN,176,0.0
IA,176,0.05
KS,176,0.0
KY,176,0.0
LA,176,0.0
ME,176,1.37
MD,176,0.0
MA,176,1.5
MI,176,0.0
MN,176,0.05
MS,176,0.0
MO,176,0.05
MT,176,0.0
NE,176,0.0
NV,176,0.03
NH,176,1.4000000000000001
NJ,176,0.2
NM,176,0.0
NY,176,0.0
NC,176,0.45
ND,176,0.0
OH,176,0.0
OK,176,0.0
OR,176,0.0
PA,176,0.0
RI,176,1.5
SC,176,0.5
SD,176,0.0
TN,176,0.0
TX,176,0.0
UT,176,0.0
VA,176,0.0
VT,176,0.37
WA,176,0.22999999999999998
WV,176,0.0
WI,176,0.02
WY,176,0.0
ME_CN_E,176,1.25
NH_CN_E,176,0.6500000000000001
VT_CN_E,176,0.35
NY_CN_E,176,0.05
MI_CN_E,176,0.04999999999999999
MN_CN_W,176,0.020000000000000004
ND_CN_W,176,0.0
MT_CN_W,176,0.0
ID_CN_W,176,0.15
WA_CN_W,176,0.19999999999999998
TX_MX_NE,176,0.0
AZ_MX_NW,176,-0.36
CA_MX_NW,176,0.0
TX_MX_SS,176,0.0
MX_NE,176,0.0
MX_NW,176,-0.18
MX_IW,176,0.0
MX_CE,176,-0.0
MX_SS,176,0.0
CN_E,176,0.25
CN_W,176,0.0
AL,177,0.0
AZ,177,0.0
AR,177,0.0
CA,177,0.0
CO,177,0.0
CT,177,1.3
DC,177,0.05
DE,177,0.15000000000000002
FL,177,0.0
GA,177,0.4
ID,177,0.18
IL,177,0.0
IN,177,0.0
IA,177,0.05
KS,177,0.0
KY,177,0.0
LA,177,0.0
ME,177,1.37
MD,177,0.0
MA,177,1.5
MI,177,0.0
MN,177,0.05
MS,177,0.0
MO,177,0.05
MT,177,0.0
NE,177,0.0
NV,177,0.03
NH,177,1.4000000000000001
NJ,177,0.2
NM,177,0.0
NY,177,0.0
NC,177,0.45
ND,177,0.0
OH,177,0.0
OK,177,0.0
OR,177,0.0
PA,177,0.0
RI,177,1.5
SC,177,0.5
SD,177,0.0
TN,177,0.0
TX,177,0.0
UT,177,0.0
VA,177,0.0
VT,177,0.37
WA,177,0.22999999999999998
WV,177,0.0
WI,177,0.02
WY,177,0.0
ME_CN_E,177,1.25
NH_CN_E,177,0.6500000000000001
VT_CN_E,177,0.35
NY_CN_E,177,0.05
MI_CN_E,177,0.04999999999999999
MN_CN_W,177,0.020000000000000004
ND_CN_W,177,0.0
MT_CN_W,177,0.0
ID_CN_W,177,0.15
WA_CN_W,177,0.19999999999999998
TX_MX_NE,177,0.0
AZ_MX_NW,177,-0.36
CA_MX_NW,177,0.0
TX_MX_SS,177,0.0
MX_NE,177,0.0
MX_NW,177,-0.18
MX_IW,177,0.0
MX_CE,177,-0.0
MX_SS,177,0.0
CN_E,177,0.25
CN_W,177,0.0
AL,178,0.0
AZ,178,0.0
AR,178,0.0
CA,178,0.0
CO,178,0.0
CT,178,1.3
DC,178,0.05
DE,178,0.15000000000000002
FL,178,0.0
GA,178,0.4
ID,178,0.18
IL,178,0.0
IN,178,0.0
IA,178,0.05
KS,178,0.0
KY,178,0.0
LA,178,0.0
ME,178,1.37
MD,178,0.0
MA,178,1.5
MI,178,0.0
MN,178,0.05
MS,178,0.0
MO,178,0.05
MT,178,0.0
NE,178,0.0
NV,178,0.03
NH,178,1.4000000000000001
NJ,178,0.2
NM,178,0.0
NY,178,0.0
NC,178,0.45
ND,178,0.0
OH,178,0.0
OK,178,0.0
OR,178,0.0
PA,178,0.0
RI,178,1.5
SC,178,0.5
SD,178,0.0
TN,178,0.0
TX,178,0.0
UT,178,0.0
VA,178,0.0
VT,178,0.37
WA,178,0.22999999999999998
WV,178,0.0
WI,178,0.02
WY,178,0.0
ME_CN_E,178,1.25
NH_CN_E,178,0.6500000000000001
VT_CN_E,178,0.35
NY_CN_E,178,0.05
MI_CN_E,178,0.04999999999999999
MN_CN_W,178,0.020000000000000004
ND_CN_W,178,0.0
MT_CN_W,178,0.0
ID_CN_W,178,0.15
WA_CN_W,178,0.19999999999999998
TX_MX_NE,178,0.0
AZ_MX_NW,178,-0.36
CA_MX_NW,178,0.0
TX_MX_SS,178,0.0
MX_NE,178,0.0
MX_NW,178,-0.18
MX_IW,178,0.0
MX_CE,178,-0.0
MX_SS,178,0.0
CN_E,178,0.25
CN_W,178,0.0
AL,179,0.0
AZ,179,0.0
AR,179,0.0
CA,179,0.0
CO,179,0.0
CT,179,1.3
DC,179,0.05
DE,179,0.15000000000000002
FL,179,0.0
GA,179,0.4
ID,179,0.18
IL,179,0.0
IN,179,0.0
IA,179,0.05
KS,179,0.0
KY,179,0.0
LA,179,0.0
ME,179,1.37
MD,179,0.0
MA,179,1.5
MI,179,0.0
MN,179,0.05
MS,179,0.0
MO,179,0.05
MT,179,0.0
NE,179,0.0
NV,179,0.03
NH,179,1.4000000000000001
NJ,179,0.2
NM,179,0.0
NY,179,0.0
NC,179,0.45
ND,179,0.0
OH,179,0.0
OK,179,0.0
OR,179,0.0
PA,179,0.0
RI,179,1.5
SC,179,0.5
SD,179,0.0
TN,179,0.0
TX,179,0.0
UT,179,0.0
VA,179,0.0
VT,179,0.37
WA,179,0.22999999999999998
WV,179,0.0
WI,179,0.02
WY,179,0.0
ME_CN_E,179,1.25
NH_CN_E,179,0.6500000000000001
VT_CN_E,179,0.35
NY_CN_E,179,0.05
MI_CN_E,179,0.04999999999999999
MN_CN_W,179,0.020000000000000004
ND_CN_W,179,0.0
MT_CN_W,179,0.0
ID_CN_W,179,0.15
WA_CN_W,179,0.19999999999999998
TX_MX_NE,179,0.0
AZ_MX_NW,179,-0.36
CA_MX_NW,179,0.0
TX_MX_SS,179,0.0
MX_NE,179,0.0
MX_NW,179,-0.18
MX_IW,179,0.0
MX_CE,179,-0.0
MX_SS,179,0.0
CN_E,179,0.25
CN_W,179,0.0
AL,180,0.0
AZ,180,0.0
AR,180,0.0
CA,180,0.0
CO,180,0.0
CT,180,1.3
DC,180,0.05
DE,180,0.15000000000000002
FL,180,0.0
GA,180,0.4
ID,180,0.18
IL,180,0.0
IN,180,0.0
IA,180,0.05
KS,180,0.0
KY,180,0.0
LA,180,0.0
ME,180,1.37
MD,180,0.0
MA,180,1.5
MI,180,0.0
MN,180,0.05
MS,180,0.0
MO,180,0.05
MT,180,0.0
NE,180,0.0
NV,180,0.03
NH,180,1.4000000000000001
NJ,180,0.2
NM,180,0.0
NY,180,0.0
NC,180,0.45
ND,180,0.0
OH,180,0.0
OK,180,0.0
OR,180,0.0
PA,180,0.0
RI,180,1.5
SC,180,0.5
SD,180,0.0
TN,180,0.0
TX,180,0.0
UT,180,0.0
VA,180,0.0
VT,180,0.37
WA,180,0.22999999999999998
WV,180,0.0
WI,180,0.02
WY,180,0.0
ME_CN_E,180,1.25
NH_CN_E,180,0.6500000000000001
VT_CN_E,180,0.35
NY_CN_E,180,0.05
MI_CN_E,180,0.04999999999999999
MN_CN_W,180,0.020000000000000004
ND_CN_W,180,0.0
MT_CN_W,180,0.0
ID_CN_W,180,0.15
WA_CN_W,180,0.19999999999999998
TX_MX_NE,180,0.0
AZ_MX_NW,180,-0.36
CA_MX_NW,180,0.0
TX_MX_SS,180,0.0
MX_NE,180,0.0
MX_NW,180,-0.18
MX_IW,180,0.0
MX_CE,180,-0.0
MX_SS,180,0.0
CN_E,180,0.25
CN_W,180,0.0
AL,181,0.0
AZ,181,0.0
AR,181,0.0
CA,181,0.0
CO,181,0.0
CT,181,1.3
DC,181,0.05
DE,181,0.15000000000000002
FL,181,0.0
GA,181,0.4
ID,181,0.18
IL,181,0.0
IN,181,0.0
IA,181,0.05
KS,181,0.0
KY,181,0.0
LA,181,0.0
ME,181,1.37
MD,181,0.0
MA,181,1.5
MI,181,0.0
MN,181,0.05
MS,181,0.0
MO,181,0.05
MT,181,0.0
NE,181,0.0
NV,181,0.03
NH,181,1.4000000000000001
NJ,181,0.2
NM,181,0.0
NY,181,0.0
NC,181,0.45
ND,181,0.0
OH,181,0.0
OK,181,0.0
OR,181,0.0
PA,181,0.0
RI,181,1.5
SC,181,0.5
SD,181,0.0
TN,181,0.0
TX,181,0.0
UT,181,0.0
VA,181,0.0
VT,181,0.37
WA,181,0.22999999999999998
WV,181,0.0
WI,181,0.02
WY,181,0.0
ME_CN_E,181,1.25
NH_CN_E,181,0.6500000000000001
VT_CN_E,181,0.35
NY_CN_E,181,0.05
MI_CN_E,181,0.04999999999999999
MN_CN_W,181,0.020000000000000004
ND_CN_W,181,0.0
MT_CN_W,181,0.0
ID_CN_W,181,0.15
WA_CN_W,181,0.19999999999999998
TX_MX_NE,181,0.0
AZ_MX_NW,181,-0.36
CA_MX_NW,181,0.0
TX_MX_SS,181,0.0
MX_NE,181,0.0
MX_NW,181,-0.18
MX_IW,181,0.0
MX_CE,181,-0.0
MX_SS,181,0.0
CN_E,181,0.25
CN_W,181,0.0
AL,182,0.0
AZ,182,0.0
AR,182,0.0
CA,182,0.0
CO,182,0.0
CT,182,1.3
DC,182,0.05
DE,182,0.15000000000000002
FL,182,0.0
GA,182,0.4
ID,182,0.18
IL,182,0.0
IN,182,0.0
IA,182,0.05
KS,182,0.0
KY,182,0.0
LA,182,0.0
ME,182,1.37
MD,182,0.0
MA,182,1.5
MI,182,0.0
MN,182,0.05
MS,182,0.0
MO,182,0.05
MT,182,0.0
NE,182,0.0
NV,182,0.03
NH,182,1.4000000000000001
NJ,182,0.2
NM,182,0.0
NY,182,0.0
NC,182,0.45
ND,182,0.0
OH,182,0.0
OK,182,0.0
OR,182,0.0
PA,182,0.0
RI,182,1.5
SC,182,0.5
SD,182,0.0
TN,182,0.0
TX,182,0.0
UT,182,0.0
VA,182,0.0
VT,182,0.37
WA,182,0.22999999999999998
WV,182,0.0
WI,182,0.02
WY,182,0.0
ME_CN_E,182,1.25
NH_CN_E,182,0.6500000000000001
VT_CN_E,182,0.35
NY_CN_E,182,0.05
MI_CN_E,182,0.04999999999999999
MN_CN_W,182,0.020000000000000004
ND_CN_W,182,0.0
MT_CN_W,182,0.0
ID_CN_W,182,0.15
WA_CN_W,182,0.19999999999999998
TX_MX_NE,182,0.0
AZ_MX_NW,182,-0.36
CA_MX_NW,182,0.0
TX_MX_SS,182,0.0
MX_NE,182,0.0
MX_NW,182,-0.18
MX_IW,182,0.0
MX_CE,182,-0.0
MX_SS,182,0.0
CN_E,182,0.25
CN_W,182,0.0
AL,183,0.0
AZ,183,0.0
AR,183,0.0
CA,183,0.0
CO,183,0.0
CT,183,1.3
DC,183,0.05
DE,183,0.15000000000000002
FL,183,0.0
GA,183,0.4
ID,183,0.18
IL,183,0.0
IN,183,0.0
IA,183,0.05
KS,183,0.0
KY,183,0.0
LA,183,0.0
ME,183,1.37
MD,183,0.0
MA,183,1.5
MI,183,0.0
MN,183,0.05
MS,183,0.0
MO,183,0.05
MT,183,0.0
NE,183,0.0
NV,183,0.03
NH,183,1.4000000000000001
NJ,183,0.2
NM,183,0.0
NY,183,0.0
NC,183,0.45
ND,183,0.0
OH,183,0.0
OK,183,0.0
OR,183,0.0
PA,183,0.0
RI,183,1.5
SC,183,0.5
SD,183,0.0
TN,183,0.0
TX,183,0.0
UT,183,0.0
VA,183,0.0
VT,183,0.37
WA,183,0.22999999999999998
WV,183,0.0
WI,183,0.02
WY,183,0.0
ME_CN_E,183,1.25
NH_CN_E,183,0.6500000000000001
VT_CN_E,183,0.35
NY_CN_E,183,0.05
MI_CN_E,183,0.04999999999999999
MN_CN_W,183,0.020000000000000004
ND_CN_W,183,0.0
MT_CN_W,183,0.0
ID_CN_W,183,0.15
WA_CN_W,183,0.19999999999999998
TX_MX_NE,183,0.0
AZ_MX_NW,183,-0.36
CA_MX_NW,183,0.0
TX_MX_SS,183,0.0
MX_NE,183,0.0
MX_NW,183,-0.18
MX_IW,183,0.0
MX_CE,183,-0.0
MX_SS,183,0.0
CN_E,183,0.25
CN_W,183,0.0
AL,184,0.0
AZ,184,0.0
AR,184,0.0
CA,184,0.0
CO,184,0.0
CT,184,1.3
DC,184,0.05
DE,184,0.15000000000000002
FL,184,0.0
GA,184,0.4
ID,184,0.18
IL,184,0.0
IN,184,0.0
IA,184,0.05
KS,184,0.0
KY,184,0.0
LA,184,0.0
ME,184,1.37
MD,184,0.0
MA,184,1.5
MI,184,0.0
MN,184,0.05
MS,184,0.0
MO,184,0.05
MT,184,0.0
NE,184,0.0
NV,184,0.03
NH,184,1.4000000000000001
NJ,184,0.2
NM,184,0.0
NY,184,0.0
NC,184,0.45
ND,184,0.0
OH,184,0.0
OK,184,0.0
OR,184,0.0
PA,184,0.0
RI,184,1.5
SC,184,0.5
SD,184,0.0
TN,184,0.0
TX,184,0.0
UT,184,0.0
VA,184,0.0
VT,184,0.37
WA,184,0.22999999999999998
WV,184,0.0
WI,184,0.02
WY,184,0.0
ME_CN_E,184,1.25
NH_CN_E,184,0.6500000000000001
VT_CN_E,184,0.35
NY_CN_E,184,0.05
MI_CN_E,184,0.04999999999999999
MN_CN_W,184,0.020000000000000004
ND_CN_W,184,0.0
MT_CN_W,184,0.0
ID_CN_W,184,0.15
WA_CN_W,184,0.19999999999999998
TX_MX_NE,184,0.0
AZ_MX_NW,184,-0.36
CA_MX_NW,184,0.0
TX_MX_SS,184,0.0
MX_NE,184,0.0
MX_NW,184,-0.18
MX_IW,184,0.0
MX_CE,184,-0.0
MX_SS,184,0.0
CN_E,184,0.25
CN_W,184,0.0
AL,185,0.0
AZ,185,0.0
AR,185,0.0
CA,185,0.0
CO,185,0.0
CT,185,1.3
DC,185,0.05
DE,185,0.15000000000000002
FL,185,0.0
GA,185,0.4
ID,185,0.18
IL,185,0.0
IN,185,0.0
IA,185,0.05
KS,185,0.0
KY,185,0.0
LA,185,0.0
ME,185,1.37
MD,185,0.0
MA,185,1.5
MI,185,0.0
MN,185,0.05
MS,185,0.0
MO,185,0.05
MT,185,0.0
NE,185,0.0
NV,185,0.03
NH,185,1.4000000000000001
NJ,185,0.2
NM,185,0.0
NY,185,0.0
NC,185,0.45
ND,185,0.0
OH,185,0.0
OK,185,0.0
OR,185,0.0
PA,185,0.0
RI,185,1.5
SC,185,0.5
SD,185,0.0
TN,185,0.0
TX,185,0.0
UT,185,0.0
VA,185,0.0
VT,185,0.37
WA,185,0.22999999999999998
WV,185,0.0
WI,185,0.02
WY,185,0.0
ME_CN_E,185,1.25
NH_CN_E,185,0.6500000000000001
VT_CN_E,185,0.35
NY_CN_E,185,0.05
MI_CN_E,185,0.04999999999999999
MN_CN_W,185,0.020000000000000004
ND_CN_W,185,0.0
MT_CN_W,185,0.0
ID_CN_W,185,0.15
WA_CN_W,185,0.19999999999999998
TX_MX_NE,185,0.0
AZ_MX_NW,185,-0.36
CA_MX_NW,185,0.0
TX_MX_SS,185,0.0
MX_NE,185,0.0
MX_NW,185,-0.18
MX_IW,185,0.0
MX_CE,185,-0.0
MX_SS,185,0.0
CN_E,185,0.25
CN_W,185,0.0
AL,186,0.0
AZ,186,0.0
AR,186,0.0
CA,186,0.0
CO,186,0.0
CT,186,1.3
DC,186,0.05
DE,186,0.15000000000000002
FL,186,0.0
GA,186,0.4
ID,186,0.18
IL,186,0.0
IN,186,0.0
IA,186,0.05
KS,186,0.0
KY,186,0.0
LA,186,0.0
ME,186,1.37
MD,186,0.0
MA,186,1.5
MI,186,0.0
MN,186,0.05
MS,186,0.0
MO,186,0.05
MT,186,0.0
NE,186,0.0
NV,186,0.03
NH,186,1.4000000000000001
NJ,186,0.2
NM,186,0.0
NY,186,0.0
NC,186,0.45
ND,186,0.0
OH,186,0.0
OK,186,0.0
OR,186,0.0
PA,186,0.0
RI,186,1.5
SC,186,0.5
SD,186,0.0
TN,186,0.0
TX,186,0.0
UT,186,0.0
VA,186,0.0
VT,186,0.37
WA,186,0.22999999999999998
WV,186,0.0
WI,186,0.02
WY,186,0.0
ME_CN_E,186,1.25
NH_CN_E,186,0.6500000000000001
VT_CN_E,186,0.35
NY_CN_E,186,0.05
MI_CN_E,186,0.04999999999999999
MN_CN_W,186,0.020000000000000004
ND_CN_W,186,0.0
MT_CN_W,186,0.0
ID_CN_W,186,0.15
WA_CN_W,186,0.19999999999999998
TX_MX_NE,186,0.0
AZ_MX_NW,186,-0.36
CA_MX_NW,186,0.0
TX_MX_SS,186,0.0
MX_NE,186,0.0
MX_NW,186,-0.18
MX_IW,186,0.0
MX_CE,186,-0.0
MX_SS,186,0.0
CN_E,186,0.25
CN_W,186,0.0
AL,187,0.0
AZ,187,0.0
AR,187,0.0
CA,187,0.0
CO,187,0.0
CT,187,1.3
DC,187,0.05
DE,187,0.15000000000000002
FL,187,0.0
GA,187,0.4
ID,187,0.18
IL,187,0.0
IN,187,0.0
IA,187,0.05
KS,187,0.0
KY,187,0.0
LA,187,0.0
ME,187,1.37
MD,187,0.0
MA,187,1.5
MI,187,0.0
MN,187,0.05
MS,187,0.0
MO,187,0.05
MT,187,0.0
NE,187,0.0
NV,187,0.03
NH,187,1.4000000000000001
NJ,187,0.2
NM,187,0.0
NY,187,0.0
NC,187,0.45
ND,187,0.0
OH,187,0.0
OK,187,0.0
OR,187,0.0
PA,187,0.0
RI,187,1.5
SC,187,0.5
SD,187,0.0
TN,187,0.0
TX,187,0.0
UT,187,0.0
VA,187,0.0
VT,187,0.37
WA,187,0.22999999999999998
WV,187,0.0
WI,187,0.02
WY,187,0.0
ME_CN_E,187,1.25
NH_CN_E,187,0.6500000000000001
VT_CN_E,187,0.35
NY_CN_E,187,0.05
MI_CN_E,187,0.04999999999999999
MN_CN_W,187,0.020000000000000004
ND_CN_W,187,0.0
MT_CN_W,187,0.0
ID_CN_W,187,0.15
WA_CN_W,187,0.19999999999999998
TX_MX_NE,187,0.0
AZ_MX_NW,187,-0.36
CA_MX_NW,187,0.0
TX_MX_SS,187,0.0
MX_NE,187,0.0
MX_NW,187,-0.18
MX_IW,187,0.0
MX_CE,187,-0.0
MX_SS,187,0.0
CN_E,187,0.25
CN_W,187,0.0
AL,188,0.0
AZ,188,0.0
AR,188,0.0
CA,188,0.0
CO,188,0.0
CT,188,1.3
DC,188,0.05
DE,188,0.15000000000000002
FL,188,0.0
GA,188,0.4
ID,188,0.18
IL,188,0.0
IN,188,0.0
IA,188,0.05
KS,188,0.0
KY,188,0.0
LA,188,0.0
ME,188,1.37
MD,188,0.0
MA,188,1.5
MI,188,0.0
MN,188,0.05
MS,188,0.0
MO,188,0.05
MT,188,0.0
NE,188,0.0
NV,188,0.03
NH,188,1.4000000000000001
NJ,188,0.2
NM,188,0.0
NY,188,0.0
NC,188,0.45
ND,188,0.0
OH,188,0.0
OK,188,0.0
OR,188,0.0
PA,188,0.0
RI,188,1.5
SC,188,0.5
SD,188,0.0
TN,188,0.0
TX,188,0.0
UT,188,0.0
VA,188,0.0
VT,188,0.37
WA,188,0.22999999999999998
WV,188,0.0
WI,188,0.02
WY,188,0.0
ME_CN_E,188,1.25
NH_CN_E,188,0.6500000000000001
VT_CN_E,188,0.35
NY_CN_E,188,0.05
MI_CN_E,188,0.04999999999999999
MN_CN_W,188,0.020000000000000004
ND_CN_W,188,0.0
MT_CN_W,188,0.0
ID_CN_W,188,0.15
WA_CN_W,188,0.19999999999999998
TX_MX_NE,188,0.0
AZ_MX_NW,188,-0.36
CA_MX_NW,188,0.0
TX_MX_SS,188,0.0
MX_NE,188,0.0
MX_NW,188,-0.18
MX_IW,188,0.0
MX_CE,188,-0.0
MX_SS,188,0.0
CN_E,188,0.25
CN_W,188,0.0
AL,189,0.0
AZ,189,0.0
AR,189,0.0
CA,189,0.0
CO,189,0.0
CT,189,1.3
DC,189,0.05
DE,189,0.15000000000000002
FL,189,0.0
GA,189,0.4
ID,189,0.18
IL,189,0.0
IN,189,0.0
IA,189,0.05
KS,189,0.0
KY,189,0.0
LA,189,0.0
ME,189,1.37
MD,189,0.0
MA,189,1.5
MI,189,0.0
MN,189,0.05
MS,189,0.0
MO,189,0.05
MT,189,0.0
NE,189,0.0
NV,189,0.03
NH,189,1.4000000000000001
NJ,189,0.2
NM,189,0.0
NY,189,0.0
NC,189,0.45
ND,189,0.0
OH,189,0.0
OK,189,0.0
OR,189,0.0
PA,189,0.0
RI,189,1.5
SC,189,0.5
SD,189,0.0
TN,189,0.0
TX,189,0.0
UT,189,0.0
VA,189,0.0
VT,189,0.37
WA,189,0.22999999999999998
WV,189,0.0
WI,189,0.02
WY,189,0.0
ME_CN_E,189,1.25
NH_CN_E,189,0.6500000000000001
VT_CN_E,189,0.35
NY_CN_E,189,0.05
MI_CN_E,189,0.04999999999999999
MN_CN_W,189,0.020000000000000004
ND_CN_W,189,0.0
MT_CN_W,189,0.0
ID_CN_W,189,0.15
WA_CN_W,189,0.19999999999999998
TX_MX_NE,189,0.0
AZ_MX_NW,189,-0.36
CA_MX_NW,189,0.0
TX_MX_SS,189,0.0
MX_NE,189,0.0
MX_NW,189,-0.18
MX_IW,189,0.0
MX_CE,189,-0.0
MX_SS,189,0.0
CN_E,189,0.25
CN_W,189,0.0
AL,190,0.0
AZ,190,0.0
AR,190,0.0
CA,190,0.0
CO,190,0.0
CT,190,1.3
DC,190,0.05
DE,190,0.15000000000000002
FL,190,0.0
GA,190,0.4
ID,190,0.18
IL,190,0.0
IN,190,0.0
IA,190,0.05
KS,190,0.0
KY,190,0.0
LA,190,0.0
ME,190,1.37
MD,190,0.0
MA,190,1.5
MI,190,0.0
MN,190,0.05
MS,190,0.0
MO,190,0.05
MT,190,0.0
NE,190,0.0
NV,190,0.03
NH,190,1.4000000000000001
NJ,190,0.2
NM,190,0.0
NY,190,0.0
NC,190,0.45
ND,190,0.0
OH,190,0.0
OK,190,0.0
OR,190,0.0
PA,190,0.0
RI,190,1.5
SC,190,0.5
SD,190,0.0
TN,190,0.0
TX,190,0.0
UT,190,0.0
VA,190,0.0
VT,190,0.37
WA,190,0.22999999999999998
WV,190,0.0
WI,190,0.02
WY,190,0.0
ME_CN_E,190,1.25
NH_CN_E,190,0.6500000000000001
VT_CN_E,190,0.35
NY_CN_E,190,0.05
MI_CN_E,190,0.04999999999999999
MN_CN_W,190,0.020000000000000004
ND_CN_W,190,0.0
MT_CN_W,190,0.0
ID_CN_W,190,0.15
WA_CN_W,190,0.19999999999999998
TX_MX_NE,190,0.0
AZ_MX_NW,190,-0.36
CA_MX_NW,190,0.0
TX_MX_SS,190,0.0
MX_NE,190,0.0
MX_NW,190,-0.18
MX_IW,190,0.0
MX_CE,190,-0.0
MX_SS,190,0.0
CN_E,190,0.25
CN_W,190,0.0
AL,191,0.0
AZ,191,0.0
AR,191,0.0
CA,191,0.0
CO,191,0.0
CT,191,1.3
DC,191,0.05
DE,191,0.15000000000000002
FL,191,0.0
GA,191,0.4
ID,191,0.18
IL,191,0.0
IN,191,0.0
IA,191,0.05
KS,191,0.0
KY,191,0.0
LA,191,0.0
ME,191,1.37
MD,191,0.0
MA,191,1.5
MI,191,0.0
MN,191,0.05
MS,191,0.0
MO,191,0.05
MT,191,0.0
NE,191,0.0
NV,191,0.03
