time_utc,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2019-01-01,3.952,2.27,2.144,14.77,4.118,1.934,0.23,0.608,8.841,4.537,3.324,1.124,10.153,6.459,2.608,2.172,9.09,3.598,2.121,0.335,8.305,4.528,3.12,2.918,0.714,3.47,0.635,1.566,0.368,5.466,1.542,1.981,10.449,8.743,4.561,2.144,9.403,0.603,1.972,0.686,2.759,24.247,2.269,4.409,0.126,2.655,4.801,0.702,0.757
2019-01-02,4.056,2.292,2.042,14.809,3.868,2.104,0.268,0.627,8.654,4.987,3.33,1.107,10.224,6.631,2.474,2.349,9.067,4.113,2.333,0.356,8.754,4.478,3.078,2.979,0.652,3.836,0.584,1.464,0.382,6.136,1.555,1.972,11.643,9.439,4.505,2.099,10.024,0.632,2.003,0.648,3.118,24.207,2.255,4.691,0.144,2.618,4.875,0.756,0.722
2019-01-03,4.102,2.265,2.112,14.718,3.654,2.031,0.261,0.628,8.833,4.949,3.199,1.08,10.477,6.742,2.313,2.433,9.151,3.911,2.303,0.353,8.425,4.109,2.988,3.015,0.623,3.832,0.547,1.358,0.379,5.854,1.574,1.98,10.964,9.525,4.443,2.042,9.944,0.625,2.039,0.604,3.124,24.311,2.211,4.679,0.134,2.506,4.857,0.774,0.7
2019-01-04,3.999,2.218,2.195,14.276,3.375,2.042,0.274,0.624,8.791,4.788,3.062,1.031,9.921,6.599,2.177,3.209,9.13,3.843,2.36,0.342,8.106,3.873,2.836,2.947,0.609,3.793,0.538,1.293,0.372,6.032,1.522,1.939,11.162,9.287,4.342,1.993,9.958,0.619,2.02,0.586,2.939,24.041,2.087,4.721,0.129,2.439,4.557,0.764,0.684
2019-01-05,3.852,2.067,2.3,13.554,3.146,1.873,0.237,0.58,8.134,4.919,2.864,0.975,9.336,6.158,2.021,2.193,8.629,3.527,2.111,0.316,7.694,3.617,2.552,2.814,0.593,3.523,0.52,1.215,0.347,5.43,1.431,1.886,10.205,8.594,4.123,1.91,9.122,0.576,1.965,0.561,2.899,22.971,1.952,4.29,0.118,2.396,4.3,0.689,0.657
2019-01-06,3.679,1.929,2.334,12.867,3.056,1.873,0.24,0.569,6.655,4.691,2.78,0.916,8.871,5.949,1.913,2.081,8.287,3.548,2.102,0.313,7.436,3.569,2.322,2.672,0.593,3.492,0.531,1.19,0.345,5.373,1.344,1.852,10.24,8.532,3.969,1.851,9.007,0.573,1.962,0.558,2.784,22.397,1.838,4.242,0.122,2.362,4.161,0.699,0.641
2019-01-07,3.935,2.024,2.341,13.564,3.347,2.169,0.296,0.624,7.993,4.957,2.857,0.978,9.08,6.18,1.848,2.176,8.885,4.258,2.471,0.353,8.069,3.606,2.234,2.868,0.64,3.952,0.533,1.208,0.384,6.313,1.424,1.884,12.017,9.107,3.998,2.026,10.2,0.639,2.074,0.571,2.825,23.165,1.949,4.771,0.148,2.524,4.317,0.761,0.675
2019-01-08,4.004,2.074,2.418,13.884,3.445,2.057,0.261,0.622,8.57,5.013,3.059,1.041,9.595,6.072,2.056,2.062,9.049,3.991,2.293,0.35,7.793,4.024,2.552,2.904,0.656,3.83,0.577,1.266,0.379,5.901,1.421,1.908,10.94,8.308,4.211,2.067,9.765,0.626,2.082,0.602,2.664,23.474,1.947,4.62,0.134,2.626,4.544,0.71,0.693
2019-01-09,4.117,2.219,2.48,13.808,3.468,2.005,0.276,0.628,7.949,5.316,3.359,0.988,11.383,7.168,2.216,2.599,9.073,3.706,2.375,0.332,8.757,4.419,3.022,2.995,0.633,4.012,0.605,1.37,0.366,5.974,1.409,1.887,11.01,10.056,4.292,2.023,10.084,0.612,2.074,0.645,3.332,23.584,1.912,4.766,0.123,2.507,5.114,0.828,0.683
2019-01-10,4.28,2.313,2.53,14.005,3.367,2.147,0.319,0.645,5.292,5.972,3.343,0.966,11.531,7.353,2.253,2.822,9.245,4.059,2.626,0.346,9.158,4.365,3.174,3.1,0.611,4.57,0.595,1.373,0.381,6.438,1.398,1.916,12.041,10.64,4.314,2.004,10.67,0.638,2.237,0.634,3.766,24.03,1.929,5.161,0.139,2.456,5.106,0.915,0.675
2019-01-11,4.161,2.291,2.379,13.965,3.427,2.251,0.326,0.643,5.951,5.723,3.177,0.976,10.832,7.051,2.18,3.565,9.173,4.364,2.649,0.361,9.08,4.098,3.03,3.019,0.621,4.428,0.58,1.312,0.391,6.747,1.391,1.909,12.715,10.308,4.288,2.006,10.813,0.649,2.222,0.605,3.483,23.721,1.961,5.075,0.157,2.476,4.81,0.877,0.681
2019-01-12,3.878,2.14,2.35,13.399,3.334,2.088,0.298,0.603,7.531,5.291,2.929,0.973,9.694,6.424,2.124,2.364,8.604,4.142,2.444,0.343,8.262,3.814,2.758,2.818,0.606,4.053,0.553,1.268,0.368,6.274,1.406,1.877,11.745,9.337,4.129,1.897,10.009,0.611,2.081,0.594,3.055,22.688,1.95,4.688,0.146,2.399,4.417,0.777,0.671
2019-01-13,3.68,2.073,2.376,12.802,3.339,2.026,0.28,0.581,8.109,4.94,2.871,0.976,9.338,6.185,2.144,2.185,8.345,4.003,2.322,0.334,7.983,3.583,2.697,2.703,0.601,3.855,0.527,1.26,0.36,5.845,1.382,1.852,11.293,8.846,4.111,1.853,9.48,0.598,2.056,0.57,2.914,22.733,1.968,4.516,0.141,2.381,4.29,0.743,0.667
2019-01-14,4.027,2.234,2.452,13.705,3.541,2.152,0.316,0.629,7.723,5.279,3.132,1.027,10.47,6.91,2.245,2.486,9.006,4.131,2.58,0.355,8.683,3.838,2.93,2.947,0.631,4.263,0.557,1.301,0.381,6.378,1.413,1.893,12.087,9.957,4.291,1.999,10.33,0.634,2.176,0.595,3.283,23.933,2.081,4.925,0.144,2.491,4.661,0.811,0.688
2019-01-15,4.139,2.26,2.502,14.219,3.52,2.15,0.323,0.642,6.11,5.486,3.092,1.045,10.335,6.96,2.252,2.538,9.215,4.124,2.631,0.353,8.56,3.919,2.979,3.019,0.635,4.233,0.578,1.319,0.381,6.482,1.402,1.914,12.037,10.33,4.326,2.095,10.515,0.637,2.17,0.62,3.307,24.141,2.041,4.981,0.139,2.57,4.586,0.836,0.691
2019-01-16,4.156,2.218,2.458,13.922,3.382,2.091,0.317,0.641,5.569,5.555,3.231,1.017,10.231,6.717,2.291,2.559,9.133,3.957,2.601,0.345,8.474,4.362,2.956,3.015,0.639,4.221,0.615,1.388,0.375,6.366,1.363,1.896,11.689,9.697,4.26,2.082,10.36,0.625,2.135,0.646,3.368,23.734,1.945,5.021,0.133,2.572,4.815,0.84,0.678
2019-01-17,4.182,2.139,2.497,13.801,3.419,2.185,0.321,0.648,6.229,5.523,3.186,0.974,10.287,6.866,2.252,2.525,9.146,4.274,2.633,0.366,9.024,4.359,2.833,3.026,0.65,4.306,0.6,1.358,0.392,6.532,1.398,1.912,12.315,10.189,4.242,2.043,10.657,0.647,2.163,0.627,3.303,23.65,1.903,5.056,0.154,2.522,4.856,0.835,0.679
2019-01-18,4.02,2.195,2.475,13.802,3.407,2.085,0.283,0.627,7.372,5.096,3.226,0.967,10.495,6.687,2.256,3.198,9.057,4.005,2.413,0.352,8.48,4.401,2.955,2.929,0.656,4.003,0.615,1.353,0.378,6.12,1.376,1.9,11.398,9.554,4.236,2.009,10.079,0.629,2.098,0.635,3.019,23.458,1.933,4.789,0.138,2.453,4.951,0.784,0.681
2019-01-19,3.768,2.069,2.377,12.978,3.377,2.01,0.284,0.595,8.011,4.701,3.17,0.939,9.845,6.407,2.335,2.21,8.554,3.867,2.366,0.336,8.567,4.302,2.847,2.741,0.616,3.732,0.595,1.408,0.361,5.968,1.407,1.859,11.514,9.16,4.195,1.852,9.717,0.594,1.971,0.642,2.751,22.841,1.931,4.578,0.142,2.362,4.702,0.74,0.674
2019-01-20,3.765,2.222,2.45,12.186,3.13,1.989,0.257,0.569,7.352,4.867,3.249,0.889,10.572,6.872,2.363,2.447,8.424,3.858,2.195,0.336,8.807,4.272,3.243,2.77,0.594,3.502,0.577,1.38,0.361,5.534,1.35,1.82,10.933,9.829,4.204,1.833,9.43,0.587,1.961,0.615,3.239,22.953,1.798,4.351,0.136,2.367,4.808,0.764,0.64
2019-01-21,4.118,2.32,2.533,13.542,3.289,2.376,0.378,0.65,4.466,5.812,3.425,0.955,11.873,7.853,2.336,2.903,9.021,4.57,2.922,0.355,9.959,4.451,3.333,2.979,0.638,4.613,0.585,1.407,0.391,7.25,1.355,1.866,13.607,11.756,4.298,2.012,11.472,0.662,2.254,0.632,3.733,23.861,1.909,5.297,0.158,2.525,5.189,0.969,0.663
2019-01-22,4.152,2.28,2.32,14.454,3.636,2.376,0.363,0.654,6.943,5.743,3.223,1.039,11.224,7.421,2.205,2.645,9.137,4.645,2.85,0.366,9.551,4.127,2.999,3.004,0.662,4.606,0.583,1.358,0.397,7.176,1.417,1.943,13.382,11.2,4.257,2.104,11.333,0.671,2.263,0.626,3.4,23.613,2.095,5.282,0.16,2.597,4.904,0.915,0.703
2019-01-23,4.065,2.251,2.246,14.299,3.698,2.159,0.3,0.635,8.546,5.499,3.275,1.02,10.06,6.43,2.403,2.314,9.072,4.176,2.512,0.353,8.077,4.344,3.023,2.954,0.637,4.281,0.583,1.402,0.38,6.48,1.467,1.932,11.879,9.181,4.428,2.013,10.335,0.635,2.162,0.638,3.068,23.874,2.104,4.922,0.136,2.479,4.811,0.777,0.705
2019-01-24,4.211,2.348,2.327,13.981,3.687,1.945,0.25,0.621,8.704,5.374,3.512,0.995,11.682,7.074,2.443,2.599,9.265,3.545,2.247,0.333,8.59,4.466,3.347,3.09,0.679,3.853,0.622,1.448,0.366,5.61,1.461,1.931,10.54,9.759,4.412,2.045,9.678,0.605,2.074,0.664,3.442,24.243,2.007,4.646,0.12,2.522,5.109,0.78,0.713
2019-01-25,4.174,2.413,2.354,13.756,3.713,2.078,0.31,0.631,6.041,5.701,3.699,0.991,12.91,7.848,2.558,3.828,9.194,3.861,2.557,0.339,9.287,4.821,3.644,3.036,0.649,4.241,0.624,1.484,0.373,6.232,1.462,1.918,11.629,10.948,4.478,2.026,10.504,0.621,2.168,0.673,3.656,24.015,2.015,4.964,0.135,2.527,5.561,0.891,0.712
2019-01-26,3.919,2.152,2.356,12.949,3.427,2.048,0.303,0.601,5.52,5.398,3.343,0.962,11.612,7.006,2.236,2.56,8.65,3.874,2.473,0.331,9.316,4.466,3.002,2.839,0.609,4.013,0.58,1.346,0.359,6.237,1.416,1.864,11.688,10.299,4.152,1.886,10.175,0.597,2.062,0.618,3.298,23.043,1.957,4.735,0.137,2.422,5.227,0.836,0.678
2019-01-27,3.725,2.032,2.421,12.069,3.199,1.931,0.273,0.578,6.103,5.024,3.26,0.927,10.995,6.59,2.126,2.314,8.328,3.676,2.288,0.326,8.754,4.338,2.897,2.704,0.588,3.787,0.563,1.314,0.351,5.711,1.373,1.824,10.821,9.469,3.999,1.789,9.518,0.579,2.035,0.601,3.081,22.5,1.895,4.479,0.128,2.349,4.991,0.767,0.651
2019-01-28,3.993,2.18,2.535,12.929,3.488,2.118,0.303,0.624,5.831,5.324,3.261,0.975,11.009,7.006,2.187,2.471,8.937,4.028,2.51,0.347,9.537,4.298,2.966,2.906,0.663,4.095,0.586,1.327,0.378,6.263,1.387,1.844,12.019,10.509,4.195,1.951,10.481,0.625,2.13,0.618,3.191,23.569,1.967,4.842,0.147,2.485,4.99,0.826,0.69
2019-01-29,4.168,2.403,2.601,13.365,3.744,2.174,0.301,0.631,5.723,5.547,3.709,1.042,12.673,7.693,2.484,2.73,9.229,4.259,2.512,0.367,9.41,4.811,3.617,3.05,0.68,4.118,0.64,1.498,0.391,6.288,1.446,1.878,11.768,10.511,4.423,2.057,10.411,0.645,2.138,0.688,3.549,24.185,2.055,4.911,0.147,2.581,5.486,0.845,0.721
2019-01-30,4.266,2.452,2.533,13.639,3.624,2.125,0.338,0.645,5.862,5.978,3.932,1.049,14.363,8.535,2.741,3.082,9.229,4.016,2.72,0.347,10.232,5.058,4.067,3.1,0.663,4.435,0.656,1.612,0.38,6.527,1.423,1.872,12.178,12.254,4.529,2.049,11.123,0.629,2.183,0.719,3.964,24.056,2.049,5.161,0.14,2.576,5.914,0.964,0.711
2019-01-31,4.277,2.465,2.555,13.902,3.501,2.357,0.402,0.673,5.939,5.943,3.851,1.04,14.435,8.479,2.577,3.143,9.241,4.525,3.077,0.367,10.618,5.134,3.738,3.11,0.638,4.719,0.631,1.523,0.397,7.436,1.415,1.902,13.591,12.611,4.495,2.035,12.045,0.666,2.248,0.677,4.027,24.098,2.029,5.508,0.156,2.546,6.031,1.037,0.695
2019-02-01,3.864,2.476,2.493,14.9,3.521,2.217,0.394,0.621,6.775,4.979,3.528,1.01,11.561,7.228,2.372,3.087,8.941,4.217,2.825,0.354,9.544,5.087,3.073,2.928,0.748,4.227,0.636,1.527,0.336,7.3,1.339,1.931,12.547,11.152,4.139,2.075,10.849,0.604,2.117,0.727,3.081,22.523,1.986,5.29,0.146,2.413,5.393,0.84,0.69
2019-02-02,3.603,2.25,2.467,14.112,3.278,2.015,0.341,0.577,7.087,4.471,3.044,0.941,9.875,6.467,2.079,1.996,8.425,3.823,2.512,0.329,8.193,4.259,2.633,2.737,0.711,3.786,0.602,1.34,0.313,6.53,1.3,1.894,11.291,9.98,3.82,1.954,9.789,0.559,1.957,0.659,2.682,21.65,1.848,4.815,0.133,2.326,4.544,0.727,0.663
2019-02-03,3.431,2.09,2.472,13.634,3.103,1.837,0.291,0.552,7.143,4.166,2.761,0.911,8.438,5.689,1.869,1.755,8.114,3.452,2.245,0.318,6.841,3.813,2.269,2.607,0.799,3.531,0.6,1.261,0.301,5.744,1.254,1.873,9.971,8.565,3.664,1.933,8.868,0.532,1.927,0.657,2.512,21.169,1.794,4.502,0.122,2.343,3.998,0.642,0.642
2019-02-04,3.689,2.182,2.471,14.672,3.345,1.907,0.29,0.585,7.407,4.44,3.125,0.98,8.832,5.983,2.135,1.85,8.692,3.461,2.298,0.325,7.28,4.385,2.43,2.797,0.912,3.778,0.651,1.503,0.313,5.913,1.294,1.916,10.247,8.87,3.882,2.147,9.189,0.56,2.033,0.751,2.622,22.122,1.909,4.737,0.115,2.55,4.314,0.664,0.691
2019-02-05,3.73,2.378,2.468,15.588,3.497,1.897,0.277,0.591,7.185,4.367,3.498,1.016,10.341,6.349,2.55,1.818,8.879,3.459,2.252,0.326,7.853,4.972,3.131,2.837,0.88,3.693,0.673,1.645,0.316,5.842,1.299,1.966,10.134,8.951,4.201,2.284,9.179,0.561,2.016,0.775,2.464,22.344,1.948,4.705,0.116,2.656,4.932,0.653,0.695
2019-02-06,3.74,2.263,2.323,16.017,3.619,1.974,0.287,0.596,7.325,4.261,3.284,1.066,9.543,6.188,2.476,1.812,8.862,3.692,2.307,0.339,8.111,4.659,2.864,2.871,0.884,3.558,0.658,1.594,0.324,6.167,1.322,1.994,10.81,9.114,4.181,2.269,9.529,0.572,1.948,0.762,2.42,22.311,2.056,4.703,0.132,2.678,4.701,0.656,0.718
2019-02-07,3.797,2.326,2.214,16.076,4.098,1.954,0.278,0.598,7.487,4.182,3.371,1.123,9.534,6.074,2.633,1.765,8.927,3.597,2.27,0.338,7.87,4.554,3.021,2.905,0.913,3.487,0.672,1.67,0.324,6.028,1.443,2.034,10.417,8.869,4.316,2.297,9.338,0.574,1.963,0.776,2.36,22.523,2.197,4.633,0.122,2.685,4.681,0.625,0.76
2019-02-08,3.829,2.704,2.236,15.711,3.944,1.911,0.276,0.589,7.471,4.436,3.673,1.102,11.715,7.127,2.71,2.992,9.017,3.485,2.245,0.326,8.318,5.145,3.614,2.962,0.875,3.515,0.69,1.677,0.317,5.913,1.447,2.009,10.241,9.811,4.399,2.232,9.304,0.562,1.954,0.798,3.103,23.188,2.173,4.629,0.119,2.601,5.218,0.697,0.747
2019-02-09,3.698,2.517,2.331,14.892,3.516,1.949,0.336,0.574,7.151,4.686,3.417,1.033,11.107,6.899,2.459,2.256,8.536,3.681,2.489,0.326,8.477,4.991,3.248,2.821,0.872,3.917,0.642,1.531,0.31,6.247,1.374,1.944,10.851,10.238,4.133,2.093,9.633,0.551,2.0,0.737,3.214,22.372,2.012,4.879,0.131,2.551,5.135,0.786,0.703
2019-02-10,3.511,2.341,2.32,14.044,3.4,1.927,0.321,0.558,7.243,4.541,3.055,0.99,9.74,6.3,2.181,2.033,8.182,3.661,2.393,0.323,7.976,4.412,2.821,2.664,0.887,3.871,0.627,1.407,0.307,6.101,1.296,1.908,10.672,9.544,3.927,2.094,9.249,0.544,2.026,0.7,2.936,21.821,1.915,4.732,0.128,2.536,4.561,0.72,0.696
2019-02-11,3.72,2.405,2.332,15.257,3.606,2.005,0.31,0.591,7.573,4.742,3.171,1.05,9.701,6.334,2.285,2.037,8.698,3.8,2.399,0.344,8.063,4.51,2.806,2.805,0.871,4.027,0.645,1.508,0.325,6.288,1.355,1.965,11.004,9.353,4.045,2.148,9.564,0.576,2.093,0.734,2.92,22.52,2.094,4.9,0.134,2.59,4.642,0.71,0.704
2019-02-12,3.736,2.398,2.339,15.57,3.665,2.067,0.312,0.599,7.632,4.46,3.245,1.048,9.686,6.323,2.318,1.9,8.901,3.916,2.425,0.351,8.065,4.41,2.867,2.855,0.832,4.002,0.643,1.515,0.333,6.405,1.405,1.991,11.248,9.13,4.112,2.183,9.717,0.586,2.052,0.738,2.58,22.711,2.098,4.943,0.14,2.58,4.633,0.696,0.71
2019-02-13,3.884,2.453,2.439,15.181,3.458,1.958,0.31,0.599,7.245,4.798,3.439,1.012,10.713,6.823,2.314,2.202,8.957,3.605,2.418,0.338,8.198,4.733,3.056,2.955,0.786,3.977,0.657,1.55,0.322,6.194,1.352,1.956,10.678,10.019,4.094,2.192,9.73,0.568,2.029,0.745,3.102,22.759,1.964,4.948,0.127,2.539,4.881,0.756,0.684
2019-02-14,3.907,2.388,2.532,14.976,3.347,2.075,0.329,0.611,6.193,4.889,3.229,0.995,9.833,6.515,2.177,2.12,8.996,3.889,2.524,0.345,8.336,4.568,2.691,2.965,0.839,4.11,0.656,1.493,0.33,6.606,1.317,1.968,11.347,9.911,3.993,2.192,10.053,0.59,2.102,0.732,2.99,22.699,1.921,5.044,0.133,2.597,4.753,0.753,0.687
2019-02-15,3.779,2.467,2.47,15.223,3.509,1.939,0.282,0.589,7.215,4.6,3.596,0.978,10.748,6.63,2.588,2.75,8.891,3.658,2.272,0.338,8.027,4.98,3.269,2.872,0.828,3.758,0.674,1.648,0.323,5.977,1.281,1.964,10.353,9.44,4.204,2.161,9.396,0.567,2.024,0.779,2.785,22.351,1.901,4.723,0.125,2.498,5.017,0.692,0.693
2019-02-16,3.569,2.438,2.357,14.781,3.39,1.871,0.303,0.565,7.176,4.122,3.357,0.986,10.297,6.48,2.469,2.062,8.415,3.424,2.324,0.311,8.136,4.78,3.146,2.74,0.784,3.619,0.627,1.547,0.303,5.959,1.294,1.935,10.374,9.581,4.125,2.042,9.31,0.535,1.912,0.715,2.889,21.896,1.932,4.645,0.122,2.433,4.846,0.72,0.68
2019-02-17,3.433,2.295,2.248,14.148,3.474,1.934,0.308,0.555,7.278,4.263,3.035,0.977,9.38,6.136,2.258,1.932,8.091,3.642,2.331,0.321,7.934,4.308,2.756,2.612,0.841,3.699,0.608,1.454,0.306,6.054,1.339,1.916,10.675,9.248,3.926,2.0,9.2,0.543,1.987,0.685,2.8,21.426,1.956,4.607,0.129,2.398,4.463,0.687,0.695
2019-02-18,3.725,2.518,2.295,15.272,3.879,1.993,0.294,0.586,7.753,4.513,3.352,1.058,10.137,6.549,2.499,2.112,8.774,3.774,2.319,0.343,8.403,4.73,3.132,2.868,0.909,3.857,0.648,1.576,0.325,6.097,1.392,1.969,10.818,9.673,4.193,2.171,9.449,0.573,2.043,0.744,3.039,22.765,2.093,4.763,0.134,2.566,4.825,0.715,0.735
2019-02-19,3.874,2.574,2.238,15.89,3.949,2.12,0.337,0.606,7.724,4.867,3.561,1.103,10.739,6.841,2.526,2.174,8.997,4.02,2.548,0.351,8.983,5.022,3.183,2.954,0.88,4.139,0.66,1.64,0.333,6.685,1.448,2.015,11.708,10.273,4.268,2.25,10.141,0.594,2.129,0.771,3.103,23.136,2.168,5.053,0.143,2.638,5.092,0.771,0.738
2019-02-20,3.861,2.465,2.178,15.851,3.888,2.1,0.332,0.606,7.655,4.986,3.248,1.068,9.96,6.508,2.333,2.075,8.882,4.008,2.525,0.349,8.433,4.578,2.879,2.914,0.836,4.226,0.636,1.499,0.331,6.644,1.451,2.0,11.498,9.741,4.178,2.195,9.994,0.59,2.105,0.724,2.912,22.863,2.169,5.074,0.138,2.546,4.783,0.744,0.73
2019-02-21,3.837,2.476,2.252,15.993,3.87,1.981,0.304,0.604,7.756,4.777,3.422,1.073,10.139,6.468,2.374,2.065,8.965,3.707,2.4,0.339,7.854,4.638,2.957,2.954,0.858,4.059,0.638,1.569,0.326,6.116,1.426,2.032,10.573,9.473,4.137,2.249,9.599,0.578,2.084,0.754,2.904,22.972,2.137,4.949,0.127,2.599,4.794,0.706,0.732
2019-02-22,3.748,2.452,2.181,15.88,3.756,1.988,0.31,0.598,7.718,4.32,3.401,1.09,10.298,6.54,2.316,2.737,8.871,3.691,2.414,0.334,8.283,4.651,2.9,2.872,0.872,3.856,0.648,1.545,0.322,6.226,1.382,2.024,10.725,9.697,4.112,2.238,9.662,0.573,2.004,0.728,2.803,22.655,2.13,4.894,0.127,2.578,4.915,0.72,0.731
2019-02-23,3.526,2.183,2.113,14.965,3.542,1.883,0.294,0.563,7.517,4.336,2.948,1.031,9.016,5.994,2.129,1.839,8.394,3.553,2.285,0.319,7.655,4.119,2.535,2.683,0.804,3.74,0.595,1.367,0.306,5.893,1.382,1.972,10.276,8.916,3.839,2.049,9.083,0.542,1.965,0.671,2.493,21.611,2.085,4.656,0.122,2.44,4.344,0.668,0.706
2019-02-24,3.398,2.207,2.183,13.871,3.468,1.804,0.264,0.541,7.482,4.067,3.009,0.976,8.736,5.642,2.227,1.72,8.117,3.376,2.112,0.311,6.871,4.112,2.634,2.61,0.851,3.504,0.604,1.46,0.298,5.396,1.366,1.915,9.515,8.174,3.849,1.968,8.523,0.528,1.917,0.696,2.506,21.498,1.953,4.427,0.115,2.409,4.176,0.62,0.691
2019-02-25,3.778,2.435,2.364,14.572,3.595,1.982,0.325,0.592,7.514,4.708,3.569,0.989,11.469,7.003,2.437,2.191,8.783,3.658,2.472,0.33,8.54,5.045,3.18,2.874,0.905,4.011,0.673,1.667,0.32,6.242,1.359,1.928,10.892,10.335,4.027,2.154,9.818,0.569,2.073,0.763,3.119,22.603,1.949,4.934,0.128,2.557,5.234,0.777,0.698
2019-02-26,3.816,2.419,2.469,14.902,3.584,2.119,0.34,0.608,7.495,4.643,3.489,1.013,10.778,6.83,2.48,2.06,8.953,4.115,2.562,0.356,8.847,5.091,2.986,2.911,0.891,3.965,0.663,1.64,0.337,6.687,1.327,1.942,11.7,10.38,4.111,2.29,10.216,0.596,2.065,0.772,2.861,22.659,1.908,5.0,0.148,2.68,5.197,0.763,0.696
2019-02-27,3.789,2.329,2.532,14.89,3.541,2.158,0.34,0.609,7.433,4.443,3.365,1.003,10.105,6.565,2.482,2.012,8.867,4.174,2.564,0.355,8.571,4.816,2.874,2.89,0.859,3.946,0.656,1.601,0.337,6.758,1.287,1.92,11.842,9.906,4.213,2.276,10.109,0.599,1.967,0.754,2.752,22.32,1.884,5.037,0.147,2.627,4.881,0.728,0.697
2019-02-28,3.81,2.505,2.581,14.942,3.555,2.091,0.323,0.608,7.589,4.376,3.548,0.994,10.952,6.713,2.609,2.116,8.921,3.977,2.49,0.352,8.74,5.049,3.284,2.915,0.824,3.873,0.646,1.634,0.334,6.473,1.302,1.941,11.433,10.094,4.347,2.259,9.991,0.594,2.003,0.742,2.841,22.979,1.896,4.992,0.141,2.582,5.233,0.737,0.689
2019-03-01,4.003,2.331,2.19,11.967,3.063,1.833,0.27,0.585,7.658,3.808,3.045,0.764,9.285,6.255,1.947,2.98,8.409,3.469,2.371,0.3,7.817,3.895,2.724,2.763,0.637,3.62,0.551,1.284,0.341,5.559,1.041,1.653,10.157,8.866,3.827,1.928,8.898,0.603,1.786,0.603,2.719,21.69,1.603,4.178,0.117,2.101,4.334,0.76,0.591
2019-03-02,3.817,2.138,2.197,11.363,3.084,1.653,0.237,0.548,7.479,3.711,2.843,0.749,8.354,5.88,1.871,2.042,7.913,3.061,2.135,0.275,7.115,3.695,2.444,2.597,0.675,3.344,0.548,1.257,0.314,5.029,1.005,1.618,9.143,8.261,3.624,1.823,8.13,0.554,1.693,0.6,2.599,20.726,1.56,3.843,0.103,2.032,3.929,0.699,0.605
2019-03-03,3.669,2.109,2.141,10.723,3.363,1.621,0.239,0.535,7.52,3.612,2.955,0.749,8.571,5.77,2.009,2.02,7.65,2.994,2.123,0.269,7.18,3.906,2.592,2.505,0.7,3.166,0.554,1.32,0.308,4.935,1.008,1.596,9.028,8.198,3.629,1.799,8.019,0.545,1.671,0.628,2.615,20.474,1.588,3.763,0.1,2.047,4.113,0.695,0.621
2019-03-04,4.096,2.482,2.203,11.603,3.606,1.73,0.256,0.574,7.805,4.239,3.306,0.781,10.633,6.808,2.233,2.421,8.37,3.128,2.281,0.282,8.311,4.224,3.218,2.794,0.705,3.61,0.562,1.415,0.327,5.284,1.091,1.627,9.697,9.491,3.969,1.936,8.698,0.579,1.814,0.642,3.238,22.132,1.692,4.087,0.107,2.138,4.806,0.799,0.637
2019-03-05,4.236,2.477,2.247,12.016,3.498,1.88,0.308,0.6,7.085,4.643,3.214,0.784,10.443,7.045,2.179,2.533,8.584,3.486,2.596,0.298,8.474,4.088,3.115,2.866,0.658,3.911,0.561,1.373,0.342,5.964,1.089,1.648,10.669,10.111,3.946,1.979,9.482,0.608,1.919,0.629,3.303,22.302,1.672,4.377,0.118,2.147,4.711,0.886,0.623
2019-03-06,4.26,2.41,2.286,11.882,3.212,1.901,0.311,0.605,4.986,4.75,3.183,0.737,10.058,6.87,2.059,2.554,8.525,3.551,2.617,0.301,8.363,4.115,2.973,2.874,0.631,4.066,0.563,1.337,0.343,6.106,1.056,1.635,10.8,10.01,3.834,1.93,9.588,0.611,1.924,0.624,3.354,21.901,1.57,4.438,0.119,2.086,4.604,0.889,0.589
2019-03-07,4.243,2.351,2.268,12.171,3.147,1.947,0.31,0.612,5.617,4.619,3.067,0.728,9.595,6.614,1.9,2.431,8.533,3.652,2.622,0.309,8.17,4.085,2.651,2.863,0.623,3.979,0.571,1.249,0.35,6.234,1.01,1.673,11.023,9.733,3.724,1.941,9.664,0.623,1.913,0.621,3.167,21.608,1.581,4.418,0.124,2.079,4.524,0.864,0.588
2019-03-08,4.06,2.186,2.108,12.324,3.077,1.876,0.283,0.593,7.107,4.272,2.875,0.747,8.867,6.286,1.813,3.037,8.368,3.516,2.448,0.301,7.947,3.777,2.457,2.722,0.611,3.737,0.534,1.185,0.342,5.88,1.012,1.679,10.561,9.12,3.628,1.933,9.197,0.607,1.845,0.582,2.81,21.029,1.614,4.209,0.117,2.093,4.261,0.788,0.586
2019-03-09,3.751,1.965,1.963,11.944,2.975,1.676,0.235,0.547,7.312,3.781,2.654,0.743,8.068,5.742,1.623,1.992,7.914,3.119,2.124,0.276,7.156,3.312,2.167,2.543,0.595,3.415,0.491,1.106,0.315,5.075,1.054,1.657,9.296,8.259,3.342,1.827,8.168,0.558,1.719,0.539,2.379,20.525,1.639,3.868,0.105,2.039,3.799,0.697,0.576
