date,AL,AR,CA,CO,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NE,NM,NY,OH,OK,OR,PA,TN,TX,UT,VA,WA,WV,WY
2019-08-05,0.021338768263753593,0.005725361462867099,0.25525800808299504,0.1100869993740887,0.252735808145706,0.8496439225495678,0.09059632148583355,0.07916374370064273,0.3010999209610594,0.2874534632844709,0.037995888087327005,1.9136302623171475,0.005596886564408357,0.010231108639738478,0.13026387680473406,0.2988100800266799,0.019145927867079932,0.09039187632298346,0.2646990499135061,0.5268559174554934,0.1258965325778679,0.013665053298485854,0.8878176183554177,0.005037197907967522,0.35015825390566374,0.08313486338574035,0.010236050725165141,0.016791224332804795,0.5581097611773762,0.11271596730914195
2019-08-06,0.021338768263753593,0.005725361462867099,0.25525800808299504,0.1100869993740887,0.252735808145706,0.8496439225495678,0.09059632148583355,0.07916374370064273,0.3010999209610594,0.2874534632844709,0.037995888087327005,1.9136302623171475,0.005596886564408357,0.010231108639738478,0.13026387680473406,0.2988100800266799,0.019145927867079932,0.09039187632298346,0.2646990499135061,0.5268559174554934,0.1258965325778679,0.013665053298485854,0.8878176183554177,0.005037197907967522,0.35015825390566374,0.08313486338574035,0.010236050725165141,0.016791224332804795,0.5581097611773762,0.11271596730914195
2019-08-07,0.021338768263753593,0.005725361462867099,0.25525800808299504,0.1100869993740887,0.252735808145706,0.8496439225495678,0.09059632148583355,0.07916374370064273,0.3010999209610594,0.2874534632844709,0.037995888087327005,1.9136302623171475,0.005596886564408357,0.010231108639738478,0.13026387680473406,0.2988100800266799,0.019145927867079932,0.09039187632298346,0.2646990499135061,0.5268559174554934,0.1258965325778679,0.013665053298485854,0.8878176183554177,0.005037197907967522,0.35015825390566374,0.08313486338574035,0.010236050725165141,0.016791224332804795,0.5581097611773762,0.11271596730914195
2019-08-08,0.021338768263753593,0.005725361462867099,0.25525800808299504,0.1100869993740887,0.252735808145706,0.8496439225495678,0.09059632148583355,0.07916374370064273,0.3010999209610594,0.2874534632844709,0.037995888087327005,1.9136302623171475,0.005596886564408357,0.010231108639738478,0.13026387680473406,0.2988100800266799,0.019145927867079932,0.09039187632298346,0.2646990499135061,0.5268559174554934,0.1258965325778679,0.013665053298485854,0.8878176183554177,0.005037197907967522,0.35015825390566374,0.08313486338574035,0.010236050725165141,0.016791224332804795,0.5581097611773762,0.11271596730914195
2019-08-09,-0.006096790932501026,-0.001635817560819171,0.0,0.06605219962445322,0.294858442836657,0.9912512429744957,0.10569570840013914,-0.02261821248589792,0.351283241121236,-0.08212956093842026,0.04986960311461669,2.2325686393700055,0.006529700991809751,0.011936293413028225,-0.0372182505156383,0.17928604801600795,0.01148755672024796,0.054235125793790064,0.3474175030114768,0.6914983916603352,-0.035970437879390825,0.0,1.1652606240914858,0.005876730892628776,-0.1000452154016182,0.049880918031444205,0.01343481657677925,0.0,0.7325190615453063,0.06762958038548517
2019-08-10,-0.006096790932501026,-0.001635817560819171,0.0,0.06605219962445322,0.294858442836657,0.9912512429744957,0.10569570840013914,-0.02261821248589792,0.351283241121236,-0.08212956093842026,0.04986960311461669,2.2325686393700055,0.006529700991809751,0.011936293413028225,-0.0372182505156383,0.17928604801600795,0.01148755672024796,0.054235125793790064,0.3474175030114768,0.6914983916603352,-0.035970437879390825,0.0,1.1652606240914858,0.005876730892628776,-0.1000452154016182,0.049880918031444205,0.01343481657677925,0.0,0.7325190615453063,0.06762958038548517
2019-08-11,-0.006096790932501026,-0.001635817560819171,0.0,0.06605219962445322,0.294858442836657,0.9912512429744957,0.10569570840013914,-0.02261821248589792,0.351283241121236,-0.08212956093842026,0.04986960311461669,2.2325686393700055,0.006529700991809751,0.011936293413028225,-0.0372182505156383,0.17928604801600795,0.01148755672024796,0.054235125793790064,0.3474175030114768,0.6914983916603352,-0.035970437879390825,0.0,1.1652606240914858,0.005876730892628776,-0.1000452154016182,0.049880918031444205,0.01343481657677925,0.0,0.7325190615453063,0.06762958038548517
2019-08-12,-0.006096790932501026,-0.001635817560819171,0.0,0.06605219962445322,0.294858442836657,0.9912512429744957,0.10569570840013914,-0.02261821248589792,0.351283241121236,-0.08212956093842026,0.04986960311461669,2.2325686393700055,0.006529700991809751,0.011936293413028225,-0.0372182505156383,0.17928604801600795,0.01148755672024796,0.054235125793790064,0.3474175030114768,0.6914983916603352,-0.035970437879390825,0.0,1.1652606240914858,0.005876730892628776,-0.1000452154016182,0.049880918031444205,0.01343481657677925,0.0,0.7325190615453063,0.06762958038548517
2019-08-13,-0.006096790932501026,-0.001635817560819171,0.0,0.06605219962445322,0.294858442836657,0.9912512429744957,0.10569570840013914,-0.02261821248589792,0.351283241121236,-0.08212956093842026,0.04986960311461669,2.2325686393700055,0.006529700991809751,0.011936293413028225,-0.0372182505156383,0.17928604801600795,0.01148755672024796,0.054235125793790064,0.3474175030114768,0.6914983916603352,-0.035970437879390825,0.0,1.1652606240914858,0.005876730892628776,-0.1000452154016182,0.049880918031444205,0.01343481657677925,0.0,0.7325190615453063,0.06762958038548517
2019-08-14,-0.006096790932501026,-0.001635817560819171,0.0,0.06605219962445322,0.294858442836657,0.9912512429744957,0.10569570840013914,-0.02261821248589792,0.351283241121236,-0.08212956093842026,0.04986960311461669,2.2325686393700055,0.006529700991809751,0.011936293413028225,-0.0372182505156383,0.17928604801600795,0.01148755672024796,0.054235125793790064,0.3474175030114768,0.6914983916603352,-0.035970437879390825,0.0,1.1652606240914858,0.005876730892628776,-0.1000452154016182,0.049880918031444205,0.01343481657677925,0.0,0.7325190615453063,0.06762958038548517
2019-08-15,-0.006096790932501026,-0.001635817560819171,0.0,0.06605219962445322,0.294858442836657,0.9912512429744957,0.10569570840013914,-0.02261821248589792,0.351283241121236,-0.08212956093842026,0.04986960311461669,2.2325686393700055,0.006529700991809751,0.011936293413028225,-0.0372182505156383,0.17928604801600795,0.01148755672024796,0.054235125793790064,0.3474175030114768,0.6914983916603352,-0.035970437879390825,0.0,1.1652606240914858,0.005876730892628776,-0.1000452154016182,0.049880918031444205,0.01343481657677925,0.0,0.7325190615453063,0.06762958038548517
2019-08-16,-0.012193581865002053,-0.003271635121638342,0.25525800808299504,0.08806959949927096,0.3264504188548703,1.0974567332931917,0.11702024858586835,-0.04523642497179584,0.38892073124136844,-0.16425912187684052,0.06174331814190638,2.471772422159649,0.007229311812360796,0.013215181992995536,-0.0744365010312766,0.23904806402134393,0.015316742293663945,0.07231350105838676,0.4301359561094475,0.8561408658651769,-0.07194087575878165,0.013665053298485854,1.442703629827554,0.006506380631124717,-0.2000904308032364,0.06650789070859227,0.016633582428393356,0.016791224332804795,0.9069283619132363,0.09017277384731355
2019-08-17,-0.012193581865002053,-0.003271635121638342,0.25525800808299504,0.08806959949927096,0.3264504188548703,1.0974567332931917,0.11702024858586835,-0.04523642497179584,0.38892073124136844,-0.16425912187684052,0.06174331814190638,2.471772422159649,0.007229311812360796,0.013215181992995536,-0.0744365010312766,0.23904806402134393,0.015316742293663945,0.07231350105838676,0.4301359561094475,0.8561408658651769,-0.07194087575878165,0.013665053298485854,1.442703629827554,0.006506380631124717,-0.2000904308032364,0.06650789070859227,0.016633582428393356,0.016791224332804795,0.9069283619132363,0.09017277384731355
2019-08-18,-0.012193581865002053,-0.003271635121638342,0.25525800808299504,0.08806959949927096,0.3264504188548703,1.0974567332931917,0.11702024858586835,-0.04523642497179584,0.38892073124136844,-0.16425912187684052,0.06174331814190638,2.471772422159649,0.007229311812360796,0.013215181992995536,-0.0744365010312766,0.23904806402134393,0.015316742293663945,0.07231350105838676,0.4301359561094475,0.8561408658651769,-0.07194087575878165,0.013665053298485854,1.442703629827554,0.006506380631124717,-0.2000904308032364,0.06650789070859227,0.016633582428393356,0.016791224332804795,0.9069283619132363,0.09017277384731355
2019-08-19,-0.012193581865002053,-0.003271635121638342,0.25525800808299504,0.08806959949927096,0.3264504188548703,1.0974567332931917,0.11702024858586835,-0.04523642497179584,0.38892073124136844,-0.16425912187684052,0.06174331814190638,2.471772422159649,0.007229311812360796,0.013215181992995536,-0.0744365010312766,0.23904806402134393,0.015316742293663945,0.07231350105838676,0.4301359561094475,0.8561408658651769,-0.07194087575878165,0.013665053298485854,1.442703629827554,0.006506380631124717,-0.2000904308032364,0.06650789070859227,0.016633582428393356,0.016791224332804795,0.9069283619132363,0.09017277384731355
2019-08-20,-0.012193581865002053,-0.003271635121638342,0.25525800808299504,0.08806959949927096,0.3264504188548703,1.0974567332931917,0.11702024858586835,-0.04523642497179584,0.38892073124136844,-0.16425912187684052,0.06174331814190638,2.471772422159649,0.007229311812360796,0.013215181992995536,-0.0744365010312766,0.23904806402134393,0.015316742293663945,0.07231350105838676,0.4301359561094475,0.8561408658651769,-0.07194087575878165,0.013665053298485854,1.442703629827554,0.006506380631124717,-0.2000904308032364,0.06650789070859227,0.016633582428393356,0.016791224332804795,0.9069283619132363,0.09017277384731355
2019-08-21,-0.012193581865002053,-0.003271635121638342,0.25525800808299504,0.08806959949927096,0.3264504188548703,1.0974567332931917,0.11702024858586835,-0.04523642497179584,0.38892073124136844,-0.16425912187684052,0.06174331814190638,2.471772422159649,0.007229311812360796,0.013215181992995536,-0.0744365010312766,0.23904806402134393,0.015316742293663945,0.07231350105838676,0.4301359561094475,0.8561408658651769,-0.07194087575878165,0.013665053298485854,1.442703629827554,0.006506380631124717,-0.2000904308032364,0.06650789070859227,0.016633582428393356,0.016791224332804795,0.9069283619132363,0.09017277384731355
2019-08-22,-0.012193581865002053,-0.003271635121638342,0.25525800808299504,0.08806959949927096,0.3264504188548703,1.0974567332931917,0.11702024858586835,-0.04523642497179584,0.38892073124136844,-0.16425912187684052,0.06174331814190638,2.471772422159649,0.007229311812360796,0.013215181992995536,-0.0744365010312766,0.23904806402134393,0.015316742293663945,0.07231350105838676,0.4301359561094475,0.8561408658651769,-0.07194087575878165,0.013665053298485854,1.442703629827554,0.006506380631124717,-0.2000904308032364,0.06650789070859227,0.016633582428393356,0.016791224332804795,0.9069283619132363,0.09017277384731355
